"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"6501",6501,3,4,2,5,5,2,2,5,2,3,5,4,2,4,5,4,4,4,5,1,71,47,12,7,9
"6502",6502,3,1,1,2,1,2,1,4,1,1,2,5,5,1,5,1,1,5,4,2,48,50,13,11,15
"6503",6503,5,5,5,4,4,5,5,5,5,4,5,5,1,4,5,1,5,5,5,1,84,81,13,3,13
"6504",6504,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,4,5,1,35,30,9,12,16
"6505",6505,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,5,5,5,4,5,92,110,14,5,15
"6506",6506,4,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,1,90,78,14,2,9
"6507",6507,1,4,4,3,4,4,5,2,1,4,5,4,1,4,4,2,4,5,5,1,67,63,5,7,13
"6508",6508,4,5,5,4,5,5,4,5,4,4,5,5,2,4,4,5,5,4,4,4,87,80,8,7,9
"6509",6509,3,1,1,1,4,2,4,4,1,1,5,1,1,4,1,1,4,4,5,3,51,55,12,10,10
"6510",6510,1,4,3,2,2,2,2,2,1,2,2,1,1,4,4,1,3,1,5,2,45,39,12,8,11
"6511",6511,5,5,3,5,5,4,5,5,3,5,5,5,5,5,5,1,5,5,3,3,87,72,2,9,16
"6512",6512,4,1,4,1,4,2,4,4,1,2,5,1,1,5,2,4,5,4,4,5,63,49,14,10,9
"6513",6513,5,4,2,3,5,5,5,4,2,3,4,5,2,4,5,3,4,4,4,1,74,73,10,9,18
"6514",6514,1,1,1,2,1,1,1,2,1,1,3,4,1,3,3,2,3,4,2,1,38,48,11,14,15
"6515",6515,5,5,1,4,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,1,88,87,10,6,17
"6516",6516,2,4,1,4,2,2,4,2,1,1,5,4,2,4,1,3,2,4,5,1,54,51,9,5,13
"6517",6517,2,2,4,1,5,2,4,2,1,1,2,1,4,2,2,4,2,1,5,1,48,44,5,8,15
"6518",6518,1,1,1,2,1,2,2,1,1,1,3,2,1,3,2,1,4,1,4,1,35,36,12,9,14
"6519",6519,1,1,5,1,1,5,5,1,1,2,4,2,2,3,2,5,4,2,5,1,53,65,14,8,12
"6520",6520,3,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,2,4,5,4,56,73,8,13,15
"6521",6521,1,2,3,2,1,2,5,1,1,1,3,1,1,5,4,3,1,4,5,1,47,63,12,9,13
"6522",6522,3,3,2,2,4,2,5,3,5,2,5,4,4,4,5,5,5,3,5,2,73,60,14,8,17
"6523",6523,1,4,5,1,2,4,2,4,1,1,5,1,4,2,4,5,4,2,5,1,58,47,8,13,12
"6524",6524,5,1,5,3,4,4,5,2,3,4,5,5,5,5,1,5,5,5,5,4,81,79,11,6,13
"6525",6525,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,5,5,5,88,71,14,8,11
"6526",6526,1,1,1,1,1,4,2,1,1,1,3,1,1,2,3,4,3,3,4,1,39,47,14,14,11
"6527",6527,5,5,3,2,5,5,5,5,1,2,5,5,2,5,5,5,3,5,5,3,81,79,14,7,10
"6528",6528,2,1,1,1,1,4,5,1,1,5,5,2,1,5,1,2,5,4,5,1,53,57,12,14,15
"6529",6529,4,3,3,4,4,3,4,3,3,3,4,2,2,4,5,5,3,4,4,1,68,85,10,9,8
"6530",6530,3,1,2,2,5,3,3,4,1,1,3,4,5,3,3,1,4,1,4,1,54,50,11,11,15
"6531",6531,2,1,1,1,4,1,1,2,1,1,4,4,2,3,3,3,1,2,2,1,40,36,12,9,11
"6532",6532,5,4,2,3,3,5,5,2,2,3,5,2,1,3,2,4,3,4,4,1,63,69,13,8,10
"6533",6533,1,3,2,1,3,1,1,2,1,1,4,1,1,1,5,1,4,5,2,1,41,37,8,11,7
"6534",6534,2,4,5,4,4,5,5,2,3,2,4,4,2,4,4,3,4,5,5,4,75,69,12,7,16
"6535",6535,1,4,5,2,1,1,2,4,1,4,4,1,2,2,1,1,4,1,5,1,47,50,3,8,12
"6536",6536,4,3,1,1,5,1,2,1,3,2,3,1,1,5,4,2,1,5,5,5,55,59,14,6,8
"6537",6537,4,4,2,2,4,4,4,4,4,2,4,5,4,4,5,4,4,5,4,4,77,79,11,6,11
"6538",6538,2,3,5,1,2,3,5,2,1,3,5,4,4,4,4,5,5,4,4,4,70,58,12,5,12
"6539",6539,1,1,3,1,4,3,2,2,1,3,4,5,3,4,3,2,3,1,5,3,54,56,14,11,10
"6540",6540,2,4,2,4,3,2,4,2,2,1,5,2,4,4,4,3,3,2,5,4,62,62,10,9,14
"6541",6541,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,88,77,14,11,15
"6542",6542,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,92,94,14,8,16
"6543",6543,2,3,2,4,2,2,3,2,1,2,3,3,1,2,4,4,4,2,2,1,49,41,9,12,10
"6544",6544,4,5,2,5,4,2,5,5,2,4,5,5,3,5,5,5,5,3,5,4,83,90,10,8,10
"6545",6545,4,3,4,2,5,2,3,3,1,2,5,5,1,4,2,1,3,3,4,2,59,69,11,13,14
"6546",6546,2,3,2,5,1,2,4,4,1,1,5,1,1,5,2,1,5,4,5,4,58,56,6,9,13
"6547",6547,3,4,4,3,4,4,5,3,2,4,5,1,3,3,3,3,4,5,5,2,70,74,14,5,12
"6548",6548,4,4,4,4,4,4,4,4,2,3,3,4,2,4,3,3,2,3,4,3,68,49,6,8,9
"6549",6549,2,3,1,3,4,1,2,4,1,2,5,3,3,3,2,1,3,4,1,3,51,49,10,12,13
"6550",6550,3,1,3,4,4,1,4,5,1,1,5,3,1,3,2,1,5,4,5,4,60,55,12,6,14
"6551",6551,3,4,1,4,4,2,3,4,3,2,4,4,4,4,3,2,4,4,5,3,67,68,9,8,11
"6552",6552,3,3,1,3,3,1,4,2,1,1,5,2,2,4,1,4,1,2,4,3,50,52,10,12,14
"6553",6553,5,5,4,5,4,5,5,4,5,5,5,5,3,5,5,5,5,5,5,4,94,79,10,10,18
"6554",6554,1,4,5,2,4,4,5,1,1,1,5,5,1,5,1,5,5,4,3,1,63,71,12,8,10
"6555",6555,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,98,99,11,6,11
"6556",6556,5,5,3,3,5,5,5,4,5,5,5,5,3,5,3,5,3,5,5,1,85,87,14,10,5
"6557",6557,5,5,4,1,5,5,5,2,1,4,5,5,5,1,5,1,5,5,4,4,77,72,11,8,12
"6558",6558,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,95,104,10,8,14
"6559",6559,1,5,5,5,5,1,5,5,2,1,5,4,1,5,5,1,5,5,5,1,72,80,14,7,12
"6560",6560,2,3,2,1,1,5,5,1,1,1,5,1,1,2,3,5,5,4,5,1,54,37,14,10,17
"6561",6561,4,5,3,2,4,5,4,5,3,4,4,5,1,4,5,5,2,2,5,2,74,83,10,6,13
"6562",6562,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,5,1,3,1,30,29,14,11,6
"6563",6563,2,2,2,4,5,1,1,3,2,1,5,5,4,5,2,4,5,4,5,2,64,66,7,9,10
"6564",6564,1,1,3,1,4,4,1,1,1,1,4,2,1,3,3,2,1,5,1,1,41,46,7,10,16
"6565",6565,2,1,2,3,2,2,2,4,1,4,4,1,2,3,3,4,3,1,1,1,46,25,8,7,8
"6566",6566,2,4,4,2,4,2,4,2,2,2,3,4,2,2,3,3,4,2,4,3,58,62,9,11,12
"6567",6567,5,5,3,3,5,2,4,5,3,4,4,4,2,3,5,4,4,5,5,2,77,89,13,9,16
"6568",6568,4,4,4,5,4,4,5,4,4,4,4,5,3,4,5,3,2,4,5,1,78,84,7,5,7
"6569",6569,5,4,3,5,5,2,5,5,3,4,4,4,3,3,4,5,5,3,5,3,80,66,7,8,10
"6570",6570,2,4,4,5,5,4,5,5,4,1,5,4,4,5,5,4,3,5,1,1,76,69,8,2,7
"6571",6571,4,4,3,5,4,2,3,2,2,2,4,4,2,4,4,3,2,5,5,1,65,66,13,8,13
"6572",6572,5,5,4,5,5,4,5,3,3,4,5,4,3,3,3,1,5,4,5,5,81,87,9,4,9
"6573",6573,2,1,2,4,4,3,5,4,1,2,4,4,2,4,1,4,4,3,5,4,63,76,13,10,12
"6574",6574,5,5,4,5,5,5,4,4,4,5,4,4,4,5,4,3,4,4,5,3,86,92,8,4,14
"6575",6575,3,5,5,2,5,5,5,5,5,5,1,5,1,5,5,5,5,4,5,3,84,91,6,13,7
"6576",6576,4,4,1,3,5,4,5,4,1,4,5,5,5,4,5,5,5,4,5,1,79,75,12,10,14
"6577",6577,5,5,5,2,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,4,93,98,11,3,14
"6578",6578,1,2,4,2,3,4,4,4,1,1,4,1,1,2,2,3,2,1,5,1,48,48,12,8,7
"6579",6579,3,4,5,2,4,3,5,2,5,3,5,2,3,5,4,5,5,4,5,1,75,76,13,6,12
"6580",6580,4,1,2,2,5,1,1,4,1,2,3,2,2,4,3,4,5,1,4,5,56,61,11,8,11
"6581",6581,1,1,1,1,1,1,4,1,1,3,2,1,1,1,3,1,1,1,3,3,32,40,11,13,18
"6582",6582,2,1,4,2,1,2,4,3,1,1,4,2,1,5,4,2,5,5,5,1,55,63,11,14,9
"6583",6583,1,1,5,1,1,1,1,3,1,1,5,1,1,5,1,3,5,1,5,5,48,63,14,12,10
"6584",6584,2,2,4,2,3,4,4,2,1,4,4,2,1,4,4,3,3,2,4,1,56,58,7,11,14
"6585",6585,1,4,2,5,3,1,1,4,1,1,5,4,5,5,1,5,2,1,1,2,54,50,12,7,12
"6586",6586,5,4,2,5,5,3,5,4,5,4,5,5,2,3,4,5,5,5,5,5,86,68,14,7,14
"6587",6587,1,1,4,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,5,1,33,39,10,13,10
"6588",6588,4,4,3,5,4,4,4,3,2,2,4,3,4,3,5,4,3,4,4,3,72,70,12,10,8
"6589",6589,2,5,1,1,5,1,4,5,1,1,5,1,1,3,5,1,1,5,1,1,50,70,13,10,11
"6590",6590,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,96,79,11,8,14
"6591",6591,4,4,5,5,5,5,5,5,3,5,5,5,4,5,2,1,5,4,5,1,83,84,13,5,8
"6592",6592,4,4,2,2,4,4,5,2,1,4,5,2,5,5,3,5,5,4,5,3,74,76,12,4,15
"6593",6593,4,2,4,4,4,3,3,1,1,1,4,5,4,5,4,1,4,4,5,1,64,66,10,3,11
"6594",6594,4,3,5,2,4,5,4,5,2,5,5,2,4,2,5,2,5,2,5,4,75,58,8,4,7
"6595",6595,4,5,4,4,4,4,4,5,4,3,3,3,5,4,4,5,3,3,4,2,77,74,12,8,12
"6596",6596,1,1,2,1,3,2,1,1,2,2,5,5,1,3,4,5,2,4,5,4,54,57,13,7,20
"6597",6597,4,2,5,2,2,4,5,4,2,5,5,4,5,5,5,4,2,1,1,5,72,61,10,12,12
"6598",6598,4,4,2,2,4,2,4,4,2,4,5,2,2,4,5,4,5,5,5,2,71,88,11,10,12
"6599",6599,5,5,5,5,5,3,5,1,2,5,5,5,5,3,5,3,3,5,5,5,85,80,11,13,14
"6600",6600,3,5,1,2,4,4,2,1,2,2,3,4,4,2,2,4,4,5,5,2,61,53,12,8,11
"6601",6601,3,4,2,2,3,2,2,1,2,2,4,1,1,3,2,2,2,2,4,3,47,41,13,14,18
"6602",6602,1,1,4,1,2,1,4,1,1,2,1,4,1,2,4,1,4,1,4,1,41,30,10,9,16
"6603",6603,2,2,1,1,5,3,5,5,1,1,4,2,4,5,3,5,4,5,5,2,65,62,11,9,10
"6604",6604,4,4,2,3,3,1,2,2,1,3,4,3,1,4,3,4,4,4,4,1,57,67,11,10,11
"6605",6605,5,3,3,3,4,4,5,4,4,3,4,2,4,4,4,4,2,4,4,3,73,59,12,8,12
"6606",6606,3,4,4,2,5,4,4,2,2,4,5,5,2,2,4,5,4,4,5,3,73,66,9,7,9
"6607",6607,5,4,5,4,5,5,5,4,3,5,5,5,3,5,4,5,5,3,5,4,89,85,10,8,16
"6608",6608,5,4,3,5,5,5,5,4,3,5,5,5,5,5,3,1,5,5,5,3,86,95,8,8,16
"6609",6609,2,1,2,1,4,2,2,4,1,3,4,4,1,2,1,1,4,2,5,1,47,46,7,8,8
"6610",6610,4,5,5,5,5,3,5,5,4,4,4,5,3,5,5,1,5,2,5,4,84,79,14,4,13
"6611",6611,2,1,1,4,4,1,1,3,1,1,4,4,4,4,4,1,5,4,5,1,55,52,12,13,14
"6612",6612,3,5,3,4,4,4,5,4,4,5,3,5,4,4,4,2,5,5,5,4,82,95,7,8,15
"6613",6613,2,5,2,2,5,4,4,2,3,4,3,4,4,3,4,4,3,4,5,5,72,58,14,11,8
"6614",6614,3,2,2,4,5,2,2,4,4,2,4,4,5,4,4,4,2,2,5,4,68,84,14,10,11
"6615",6615,5,4,3,4,5,3,5,2,2,5,4,5,5,5,5,5,5,2,5,1,80,83,12,5,11
"6616",6616,1,2,5,2,2,2,2,2,1,3,3,1,1,3,4,4,1,1,4,2,46,48,6,8,16
"6617",6617,1,2,3,2,3,2,2,1,1,3,5,1,3,4,4,2,5,1,5,1,51,40,14,13,10
"6618",6618,3,1,3,4,3,1,1,5,1,1,3,3,3,4,3,1,3,1,5,3,52,54,9,11,13
"6619",6619,2,1,2,4,2,2,4,1,1,1,2,4,2,5,1,2,2,1,5,1,45,46,9,12,4
"6620",6620,5,4,2,5,5,5,5,4,1,2,5,5,5,5,1,5,5,1,5,1,76,68,13,8,12
"6621",6621,5,4,4,2,1,4,4,2,2,4,4,5,5,2,5,4,3,5,4,2,71,74,10,5,13
"6622",6622,4,4,5,5,5,5,5,2,3,4,5,5,4,5,5,4,5,4,3,2,84,82,12,14,15
"6623",6623,5,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,1,4,5,5,91,78,14,9,14
"6624",6624,4,4,2,1,2,5,5,4,1,1,5,4,1,2,5,4,4,2,1,1,58,41,14,8,8
"6625",6625,5,4,5,5,5,3,5,5,3,4,4,4,5,5,4,5,5,5,5,5,91,86,11,6,7
