"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"4001",4001,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,3,5,5,4,92,87,11,4,14
"4002",4002,4,5,3,2,3,3,1,5,1,2,4,4,1,1,3,1,3,3,3,3,55,72,10,8,6
"4003",4003,5,4,5,5,5,4,5,5,5,1,5,3,5,2,5,3,4,5,5,3,84,83,9,5,11
"4004",4004,5,5,2,4,4,1,4,5,2,4,5,5,4,5,5,5,5,5,5,4,84,73,7,6,17
"4005",4005,2,3,1,5,4,2,5,4,1,2,4,2,4,5,4,4,2,4,4,3,65,70,10,8,17
"4006",4006,2,4,4,2,3,2,3,2,2,2,3,4,4,3,1,3,2,3,3,1,53,61,8,13,17
"4007",4007,4,4,4,3,1,3,2,4,1,2,3,2,1,4,3,4,3,2,5,1,56,52,9,9,12
"4008",4008,4,4,4,2,4,5,5,2,3,5,5,5,4,5,4,4,5,5,5,1,81,77,13,5,9
"4009",4009,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,95,93,13,9,11
"4010",4010,4,3,4,2,4,5,3,3,3,2,5,4,4,5,1,5,3,4,3,3,70,58,8,7,10
"4011",4011,4,1,4,4,4,5,5,4,4,3,4,5,4,4,5,3,3,1,5,3,75,77,11,11,15
"4012",4012,3,1,5,2,2,2,2,1,2,4,4,2,1,5,5,5,4,4,5,2,61,62,12,12,9
"4013",4013,2,3,4,4,4,4,4,2,1,2,4,4,2,5,4,1,5,4,5,1,65,59,11,6,15
"4014",4014,5,5,5,2,5,5,1,5,1,4,5,5,5,3,5,3,3,5,5,5,82,87,13,12,9
"4015",4015,5,1,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,93,103,12,3,16
"4016",4016,4,2,5,5,4,5,5,1,3,3,5,2,2,5,4,4,1,5,5,1,71,92,9,4,15
"4017",4017,2,3,4,4,3,4,1,4,1,2,5,5,4,5,5,4,4,4,5,3,72,64,13,9,14
"4018",4018,4,1,4,4,3,1,4,2,1,2,4,1,1,5,3,1,3,3,5,3,55,49,12,12,9
"4019",4019,5,5,2,5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,93,97,14,5,14
"4020",4020,5,3,4,3,3,5,5,5,2,1,5,1,1,3,3,2,4,4,1,5,65,58,10,10,10
"4021",4021,5,3,1,3,5,2,5,2,1,4,5,5,4,5,1,5,2,5,5,5,73,78,14,12,14
"4022",4022,1,2,1,2,2,2,4,1,1,1,5,1,1,2,4,2,3,4,5,1,45,56,14,13,15
"4023",4023,1,1,2,3,5,2,4,3,1,2,5,4,1,3,1,1,2,1,1,1,44,55,8,13,5
"4024",4024,5,4,3,5,4,2,4,5,2,4,5,5,3,3,4,4,3,4,4,1,74,90,7,6,11
"4025",4025,4,4,1,3,4,3,4,4,1,2,3,4,4,3,4,2,3,4,4,3,64,58,10,9,12
"4026",4026,4,5,5,3,4,5,5,5,4,5,5,5,4,5,4,5,4,5,5,3,90,95,11,8,10
"4027",4027,5,4,2,5,2,4,4,2,3,1,2,4,5,2,4,4,4,3,5,4,69,72,10,10,16
"4028",4028,5,1,1,5,5,1,1,5,1,5,5,5,2,4,2,5,5,1,5,5,69,68,13,10,10
"4029",4029,5,3,4,4,2,5,4,5,3,4,5,5,2,4,5,5,5,5,4,1,80,84,8,7,13
"4030",4030,1,1,2,2,1,5,5,1,1,4,2,2,1,4,4,2,2,3,5,1,49,53,11,14,16
"4031",4031,5,5,3,3,5,4,4,4,2,1,3,5,5,5,4,1,1,5,2,1,68,65,12,14,10
"4032",4032,2,4,5,4,4,5,5,5,2,5,5,4,5,5,5,5,5,5,5,1,86,80,14,8,14
"4033",4033,4,3,4,5,4,2,5,3,3,4,4,5,3,4,5,4,5,4,4,5,80,94,11,4,14
"4034",4034,1,1,2,1,1,2,2,2,1,1,1,1,1,5,3,1,1,5,5,5,42,36,14,7,9
"4035",4035,5,5,4,5,5,4,5,4,3,5,5,4,4,5,5,4,5,5,5,3,90,101,10,13,16
"4036",4036,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,1,40,44,14,14,7
"4037",4037,5,4,2,4,4,4,4,5,3,4,5,5,5,4,4,5,4,4,5,4,84,92,4,6,7
"4038",4038,3,3,4,2,4,5,5,2,4,2,5,3,5,4,4,5,3,5,5,2,75,83,12,7,11
"4039",4039,2,2,2,1,2,2,1,1,1,2,2,4,1,4,3,2,4,1,4,1,42,35,13,10,11
"4040",4040,4,5,4,3,5,5,5,5,3,4,5,5,5,5,4,5,5,4,5,5,91,78,11,7,14
"4041",4041,1,2,4,3,3,5,4,4,3,4,4,2,3,3,3,3,4,4,5,5,69,87,14,9,10
