"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"8001",8001,5,5,5,5,5,5,5,5,2,2,4,5,1,5,4,5,5,5,5,1,84,73,13,8,10
"8002",8002,1,4,3,2,5,5,5,3,2,4,5,1,3,5,4,5,5,4,5,2,73,65,11,7,13
"8003",8003,2,1,4,2,3,2,4,2,1,4,4,4,1,3,2,1,4,2,5,1,52,43,10,7,13
"8004",8004,5,4,2,4,2,2,4,4,4,2,5,4,4,4,2,5,5,4,5,2,73,80,13,7,15
"8005",8005,2,4,4,4,4,4,4,1,2,2,4,4,4,4,3,4,2,4,4,2,66,77,13,6,14
"8006",8006,5,2,1,4,5,3,4,4,1,1,5,5,4,5,1,4,5,5,4,5,73,80,8,12,16
"8007",8007,4,1,4,1,1,2,2,1,3,2,5,5,1,2,4,1,5,4,5,1,54,48,5,5,11
"8008",8008,5,4,3,4,5,4,5,4,2,5,5,4,5,5,4,4,5,5,5,4,87,89,11,6,15
"8009",8009,2,2,2,2,2,4,4,3,1,4,5,5,2,5,4,5,5,4,4,1,66,69,11,6,12
"8010",8010,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,5,1,5,1,32,46,14,14,9
"8011",8011,1,1,1,5,1,1,1,5,1,1,5,5,1,5,1,5,1,5,5,5,56,68,7,7,11
"8012",8012,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,1,94,93,4,3,9
"8013",8013,2,1,5,4,4,1,1,4,1,1,5,5,5,4,3,3,2,1,1,2,55,67,11,8,9
"8014",8014,4,5,4,5,5,5,5,4,4,4,5,5,1,4,4,4,5,4,5,2,84,92,13,5,10
"8015",8015,2,2,2,2,5,4,5,5,2,3,5,4,1,4,4,5,3,4,5,1,68,58,8,4,13
"8016",8016,1,5,2,5,4,4,4,2,1,1,5,1,2,1,1,2,5,5,4,1,56,68,13,8,9
"8017",8017,2,2,4,5,3,3,4,2,3,1,4,3,5,3,2,5,5,3,3,2,64,66,10,10,15
