"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"16001",16001,5,4,5,1,5,4,4,2,1,2,4,5,5,2,4,2,4,4,4,1,68,75,11,13,15
"16002",16002,2,1,2,2,4,1,3,5,1,2,5,2,4,4,2,5,4,5,5,4,63,66,12,7,17
"16003",16003,4,3,2,5,5,5,5,4,1,2,5,5,4,5,5,5,5,5,5,4,84,74,8,6,9
"16004",16004,2,2,3,2,2,3,2,2,1,1,5,1,2,2,4,1,3,2,4,2,46,43,12,13,15
"16005",16005,2,4,5,1,3,5,5,2,1,2,5,4,4,3,4,4,3,1,5,1,64,76,12,12,13
"16006",16006,5,1,2,5,3,5,5,1,3,5,3,5,1,5,1,2,5,3,5,3,68,64,14,8,13
"16007",16007,1,1,1,2,2,3,2,1,1,2,4,5,1,5,4,4,2,2,2,1,46,50,13,14,9
"16008",16008,5,5,3,3,3,4,5,5,1,4,4,5,4,5,5,2,5,4,5,1,78,71,10,8,14
"16009",16009,2,4,1,5,3,4,4,4,1,4,5,1,5,4,5,4,4,4,5,1,70,80,12,10,10
"16010",16010,5,5,5,5,5,3,4,5,1,5,3,5,1,5,1,5,5,4,5,3,80,70,9,8,11
"16011",16011,5,4,5,5,2,5,5,1,5,4,5,4,2,4,5,5,4,4,5,2,81,76,10,3,19
"16012",16012,1,4,4,4,5,5,4,4,1,2,5,2,2,2,4,4,4,5,5,4,71,79,8,12,13
"16013",16013,1,1,3,2,2,4,5,2,3,2,5,2,3,4,4,3,3,1,5,1,56,53,11,10,12
"16014",16014,5,1,3,5,5,5,5,1,3,1,5,5,5,5,1,5,1,5,5,3,74,73,14,4,9
"16015",16015,1,1,2,5,5,2,1,2,1,1,3,5,1,5,3,5,4,1,4,1,53,46,7,10,12
"16016",16016,5,4,5,2,3,4,5,5,4,5,3,4,5,5,5,5,4,5,5,1,84,94,13,13,7
"16017",16017,4,3,3,3,3,3,3,4,3,4,4,3,5,4,3,4,3,5,3,3,70,90,13,7,11
"16018",16018,5,3,5,5,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,4,93,88,13,8,9
"16019",16019,5,5,2,5,5,5,5,2,5,5,5,4,5,5,5,5,1,2,5,2,83,88,8,6,12
"16020",16020,1,2,1,1,1,2,5,1,1,1,5,4,1,5,4,2,1,1,5,1,45,41,14,14,11
"16021",16021,4,4,3,2,4,5,5,1,4,4,5,5,2,4,4,5,1,5,4,3,74,81,9,7,18
"16022",16022,2,2,2,2,4,5,4,2,1,4,5,2,1,2,1,2,2,1,3,1,48,63,11,10,16
"16023",16023,5,4,3,5,4,4,4,2,3,5,5,5,2,5,4,2,5,2,5,1,75,81,11,7,13
"16024",16024,1,2,1,1,1,1,4,2,1,2,4,2,3,3,1,1,2,1,3,1,37,44,11,10,14
"16025",16025,5,4,5,5,5,4,5,4,4,3,4,5,5,5,4,5,3,4,5,4,88,79,11,9,15
"16026",16026,4,1,4,4,4,5,5,3,1,5,4,2,1,4,4,5,4,1,5,1,67,63,9,11,14
"16027",16027,5,5,4,5,4,5,5,4,5,5,5,5,5,5,4,4,5,5,5,3,93,106,12,3,10
"16028",16028,5,5,4,5,5,5,5,4,1,5,5,3,5,5,5,5,5,5,3,5,90,103,10,6,12
"16029",16029,5,4,2,2,5,4,5,1,2,4,5,4,5,5,4,5,5,4,5,1,77,87,13,8,11
"16030",16030,4,4,4,2,4,5,5,4,2,4,5,5,2,5,4,4,5,2,5,3,78,72,11,7,13
"16031",16031,5,5,5,4,4,5,5,5,3,3,5,5,4,4,5,4,5,5,5,4,90,108,10,3,9
"16032",16032,5,5,3,5,5,5,5,2,4,4,5,5,5,5,5,2,5,4,5,2,86,94,11,5,12
"16033",16033,5,1,1,1,5,5,4,1,1,1,5,4,1,5,5,5,5,5,5,1,66,75,12,9,14
"16034",16034,1,3,4,1,1,2,3,1,1,4,5,4,1,4,1,5,2,4,5,1,53,57,11,13,8
"16035",16035,3,5,3,4,3,4,4,2,1,4,4,5,2,5,2,5,4,2,5,4,71,68,10,12,12
