"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"17001",17001,3,1,2,5,5,4,2,1,1,1,5,5,3,5,5,5,5,4,1,4,67,64,14,6,10
"17002",17002,5,5,5,5,5,5,5,4,3,1,5,4,5,5,5,5,5,5,5,5,92,108,7,5,10
"17003",17003,2,4,3,1,4,4,5,3,1,2,5,4,4,2,4,1,3,5,5,1,63,77,14,11,11
"17004",17004,5,3,5,4,5,5,5,4,3,5,4,5,5,5,4,2,3,3,5,1,81,76,7,12,10
"17005",17005,2,2,3,1,4,2,4,1,2,1,4,4,2,4,2,4,2,2,5,1,52,68,10,7,15
"17006",17006,1,1,1,5,5,1,4,2,1,5,5,5,5,5,1,5,5,4,4,1,66,72,14,14,14
"17007",17007,2,4,3,2,2,4,5,5,2,2,4,4,2,4,4,3,4,4,5,2,67,57,5,9,11
"17008",17008,3,4,5,1,2,4,3,1,2,5,2,1,3,5,4,4,2,3,5,1,60,60,14,9,12
"17009",17009,5,5,5,4,5,5,5,4,2,5,4,5,5,5,5,5,5,5,5,5,94,86,12,10,13
"17010",17010,4,1,1,3,4,3,5,4,1,2,4,5,4,5,5,5,1,5,5,1,68,73,13,11,10
"17011",17011,3,3,5,4,5,4,5,2,2,2,5,5,4,4,1,1,1,4,5,1,66,59,11,6,12
"17012",17012,3,5,4,5,5,5,5,4,4,4,4,5,4,5,4,5,5,4,5,3,88,104,11,7,15
"17013",17013,4,1,3,4,2,1,2,5,1,2,5,5,5,5,5,4,5,4,1,5,69,64,10,6,14
"17014",17014,1,4,3,2,4,4,4,5,1,1,5,4,4,2,2,3,4,4,5,4,66,68,8,5,8
"17015",17015,5,1,1,3,4,2,5,1,2,2,5,2,1,5,1,3,1,1,5,1,51,48,14,7,12
"17016",17016,5,3,2,5,5,4,4,1,4,2,5,4,4,5,4,3,1,4,5,3,73,68,14,8,12
"17017",17017,1,2,2,1,2,4,4,1,1,4,4,2,1,2,5,2,4,4,1,1,48,44,9,13,14
"17018",17018,5,5,3,4,2,5,5,1,1,4,2,5,1,2,5,5,5,4,5,4,73,67,13,8,12
"17019",17019,4,3,4,3,4,3,3,5,2,3,4,5,3,4,5,4,4,2,5,2,72,77,12,7,16
"17020",17020,1,2,2,2,1,2,1,4,1,1,5,1,1,2,3,5,5,1,5,1,46,54,11,12,9
"17021",17021,5,3,5,2,5,4,5,5,4,5,5,5,5,5,3,5,3,5,5,1,85,84,13,2,11
"17022",17022,4,4,3,4,3,5,5,2,1,4,5,4,5,5,5,5,5,4,5,1,79,82,8,10,9
"17023",17023,1,5,1,5,4,1,3,5,1,3,5,5,1,5,1,5,5,3,3,1,63,66,14,13,13
"17024",17024,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,111,11,2,14
"17025",17025,4,4,3,2,3,4,5,3,1,4,5,2,4,5,4,5,5,4,5,1,73,91,14,11,10
"17026",17026,2,4,2,4,4,4,5,5,1,1,4,1,1,4,1,4,4,2,5,1,59,65,10,10,11
"17027",17027,1,1,2,2,1,4,3,2,1,1,5,3,1,3,4,4,1,1,4,1,45,53,13,9,17
"17028",17028,4,1,5,4,5,1,4,4,1,4,4,2,4,5,1,5,5,2,5,5,71,85,14,5,15
