"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"9001",9001,3,4,3,3,4,2,4,2,1,4,5,5,1,5,5,1,2,2,4,5,65,76,14,9,8
"9002",9002,4,2,4,2,4,4,4,2,1,2,5,4,4,2,4,4,1,4,5,5,67,59,6,8,16
"9003",9003,5,4,5,4,5,5,5,5,4,4,4,5,5,4,5,5,5,5,4,5,93,93,12,4,18
"9004",9004,2,5,5,3,4,5,5,5,2,1,5,2,1,5,5,5,3,4,5,1,73,82,10,8,14
"9005",9005,5,2,5,3,4,2,2,3,2,1,4,2,5,3,3,2,4,4,4,1,61,60,14,9,15
"9006",9006,2,4,3,4,4,1,4,3,4,4,5,4,1,4,4,4,2,5,4,4,70,70,14,5,13
"9007",9007,5,4,3,5,4,5,5,2,5,5,5,5,5,4,5,5,5,4,1,3,85,89,14,8,13
"9008",9008,1,1,1,2,4,1,1,1,1,1,5,4,1,5,5,2,5,3,5,5,54,62,13,14,10
"9009",9009,1,1,2,1,2,1,3,3,1,1,3,1,2,3,1,1,4,2,4,2,39,35,14,9,7
"9010",9010,5,2,5,5,5,5,5,1,4,5,5,4,5,5,4,5,4,4,5,1,84,92,12,6,8
"9011",9011,2,2,1,3,2,2,4,4,1,1,5,4,2,3,4,2,3,2,5,1,53,56,11,9,14
"9012",9012,3,3,2,2,3,3,2,4,2,2,4,2,4,2,2,3,3,4,4,1,55,60,7,8,11
"9013",9013,5,5,4,4,5,5,1,4,5,5,5,3,4,5,5,3,1,5,5,1,80,92,9,4,16
"9014",9014,2,1,4,4,4,2,5,5,1,1,2,1,2,5,3,5,3,4,5,1,60,48,11,10,16
"9015",9015,1,1,1,2,1,2,1,2,1,1,2,1,1,4,1,2,1,1,1,1,28,33,12,14,5
"9016",9016,1,1,2,4,2,2,4,1,2,3,4,1,1,4,5,5,4,1,5,1,53,59,8,7,12
"9017",9017,3,2,4,4,4,5,5,2,1,3,5,4,1,4,1,5,5,4,5,1,68,86,11,9,15
"9018",9018,2,3,4,2,3,2,1,2,2,2,5,4,2,4,2,2,4,1,4,2,53,37,10,5,8
"9019",9019,2,4,4,2,3,2,1,3,2,2,3,1,2,2,4,1,2,4,4,3,51,55,11,11,14
"9020",9020,1,4,1,2,3,2,3,3,1,2,4,2,1,3,2,2,4,1,5,1,47,42,11,14,9
"9021",9021,3,4,3,2,2,2,5,1,2,2,4,4,1,3,4,4,2,3,2,1,54,61,13,10,12
"9022",9022,4,2,4,3,4,3,3,2,1,3,4,3,1,3,3,3,2,1,4,1,54,63,10,8,11
"9023",9023,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,98,92,14,7,9
"9024",9024,5,3,3,3,4,2,3,3,4,3,4,5,2,3,3,2,4,5,5,3,69,78,10,9,8
"9025",9025,4,4,4,3,5,4,4,1,2,3,5,4,2,2,4,5,5,4,5,1,71,79,12,10,11
"9026",9026,4,4,3,3,4,4,4,4,1,3,4,4,4,2,4,4,2,4,2,3,67,69,8,8,14
"9027",9027,1,2,4,3,2,4,5,3,2,4,4,2,1,3,3,4,3,4,4,1,59,74,8,8,14
"9028",9028,2,4,2,2,4,1,2,2,1,2,5,4,2,4,4,2,4,4,4,1,56,58,12,9,12
"9029",9029,2,2,4,3,4,4,4,2,1,2,4,2,1,4,4,5,3,4,2,2,59,72,3,8,8
"9030",9030,5,5,4,4,4,5,5,4,3,5,5,5,5,5,5,5,3,5,5,2,89,96,9,9,8
"9031",9031,4,4,3,4,4,3,2,5,1,2,4,3,2,2,2,3,2,4,5,1,60,52,5,9,15
"9032",9032,5,5,4,4,5,5,5,4,5,5,4,1,1,4,4,5,1,5,5,3,80,69,8,2,11
"9033",9033,5,4,4,4,5,4,5,4,1,1,5,4,2,4,4,5,5,1,5,3,75,80,14,14,13
"9034",9034,5,1,4,1,5,5,5,1,1,3,5,3,3,5,1,3,5,4,5,3,68,59,13,8,14
"9035",9035,3,4,5,1,4,4,5,4,4,2,5,2,2,4,4,5,5,5,5,1,74,73,12,7,14
"9036",9036,4,4,2,2,4,2,3,5,1,3,4,5,3,5,3,5,5,4,5,1,70,78,14,10,11
"9037",9037,4,3,2,3,5,4,5,5,3,2,5,5,5,5,5,4,4,5,5,4,83,80,14,8,14
"9038",9038,2,4,2,2,2,3,4,2,3,4,3,4,1,5,5,2,4,4,5,1,62,71,14,12,13
"9039",9039,1,1,2,4,5,2,3,4,1,4,5,3,1,3,1,5,1,5,3,3,57,72,13,5,11
"9040",9040,2,2,2,4,1,2,2,1,1,1,5,4,1,5,4,3,5,4,5,3,57,40,12,6,12
"9041",9041,1,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,4,2,1,5,34,42,14,11,5
"9042",9042,4,4,5,4,4,4,5,4,3,3,4,5,5,3,5,2,3,5,5,3,80,86,5,5,11
"9043",9043,5,5,5,4,5,4,5,1,3,1,4,4,1,5,3,5,5,5,5,1,76,79,11,3,8
"9044",9044,2,4,2,4,3,2,2,3,2,2,5,4,4,5,3,5,5,5,5,2,69,63,9,7,13
"9045",9045,5,3,5,5,5,5,5,4,5,4,5,5,4,4,4,5,4,5,5,5,92,84,12,7,13
"9046",9046,5,1,2,5,5,4,5,5,1,5,5,5,3,5,5,5,1,5,4,1,77,72,14,12,15
"9047",9047,3,3,1,2,4,3,3,3,1,4,2,4,4,2,4,3,5,3,4,5,63,61,11,8,11
"9048",9048,2,2,2,2,1,4,4,2,2,2,5,2,1,4,4,1,5,4,5,1,55,59,12,7,13
"9049",9049,4,1,1,1,5,2,1,4,1,1,2,5,4,2,5,1,4,1,1,2,48,49,13,13,8
"9050",9050,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,96,101,12,10,10
"9051",9051,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,2,4,4,4,5,90,107,12,3,16
"9052",9052,5,5,4,4,5,4,4,4,3,4,4,5,5,5,5,5,5,5,5,4,90,96,9,4,12
"9053",9053,5,5,5,5,4,5,5,2,1,4,2,5,4,3,5,3,3,5,5,3,79,102,14,12,9
"9054",9054,4,3,5,5,2,5,5,4,4,2,4,2,2,5,1,4,5,4,4,1,71,73,9,9,12
"9055",9055,4,4,5,3,5,2,3,4,1,4,5,4,5,5,5,3,4,5,5,5,81,70,12,10,7
"9056",9056,3,3,5,5,2,5,5,3,4,5,5,4,4,5,3,5,4,3,5,2,80,70,8,3,11
"9057",9057,1,3,2,3,2,3,3,1,2,2,3,3,1,2,3,2,1,5,5,1,48,46,12,12,10
"9058",9058,1,4,2,5,4,2,5,1,1,1,5,5,2,5,1,1,1,2,5,1,54,60,13,13,16
"9059",9059,4,1,1,3,4,5,5,1,3,1,1,5,1,3,1,5,5,4,5,5,63,64,12,12,16
"9060",9060,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,5,5,5,1,1,39,35,14,11,10
"9061",9061,4,4,3,3,4,4,4,2,2,4,5,4,4,4,1,3,4,2,2,4,67,69,11,12,6
"9062",9062,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,86,82,8,2,11
"9063",9063,5,5,4,4,4,5,1,2,1,1,5,2,1,5,5,4,5,5,5,5,74,74,11,8,13
"9064",9064,4,2,1,1,2,2,4,4,1,2,4,2,2,4,4,1,2,4,4,1,51,36,11,9,16
"9065",9065,5,5,1,2,3,2,4,1,2,1,5,5,2,2,2,5,1,4,5,2,59,60,13,9,15
"9066",9066,2,3,4,2,1,5,5,4,1,4,4,2,2,2,2,4,5,2,5,4,63,49,8,5,12
"9067",9067,5,5,1,3,4,2,3,2,5,1,5,5,3,5,5,3,1,5,5,1,69,56,14,9,11
"9068",9068,4,5,5,2,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,94,96,13,12,19
"9069",9069,5,5,5,5,4,5,5,2,5,5,4,4,4,4,5,1,3,5,4,3,83,89,14,6,9
"9070",9070,2,2,3,3,5,3,4,2,1,3,4,4,4,4,5,4,5,4,4,2,68,67,12,5,14
"9071",9071,5,3,5,5,5,4,5,5,5,3,5,5,4,5,3,2,3,4,5,3,84,80,11,4,11
"9072",9072,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,108,8,2,12
"9073",9073,3,1,1,1,1,2,5,2,1,1,4,2,4,5,5,5,1,5,5,1,55,52,8,13,14
"9074",9074,4,3,2,3,5,1,1,2,2,3,4,3,4,3,5,5,2,5,5,4,66,65,10,8,8
"9075",9075,5,1,4,3,4,5,5,4,3,4,5,5,5,4,4,4,5,3,5,1,79,63,12,9,11
"9076",9076,1,1,4,1,1,4,4,1,1,5,5,2,1,2,4,4,4,2,5,1,53,58,12,14,7
"9077",9077,1,1,5,4,2,5,5,2,1,2,5,4,2,5,2,5,5,4,5,5,70,62,10,8,10
"9078",9078,1,3,1,2,3,1,2,1,1,1,2,5,1,5,1,2,3,1,3,1,40,52,13,10,11
"9079",9079,3,5,1,5,5,1,3,4,1,1,5,3,5,5,5,2,5,4,5,1,69,81,12,5,16
"9080",9080,2,2,2,2,1,2,2,2,1,2,4,4,2,2,4,2,4,4,4,1,49,49,8,13,10
"9081",9081,4,4,4,4,4,4,4,2,2,4,5,4,4,4,2,4,4,4,4,2,73,67,10,8,8
"9082",9082,3,4,1,4,3,2,2,2,3,3,2,2,2,4,5,3,5,2,3,2,57,69,11,10,12
"9083",9083,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,96,91,6,9,12
"9084",9084,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,95,96,12,3,10
"9085",9085,3,5,5,5,5,3,5,4,4,2,5,4,4,5,4,5,1,4,5,5,83,88,8,7,11
"9086",9086,4,5,3,2,5,4,4,4,1,3,5,4,5,4,5,4,3,4,5,4,78,83,8,10,12
"9087",9087,5,5,2,4,5,5,5,2,2,5,5,3,4,5,4,5,3,4,5,3,81,82,5,5,14
"9088",9088,5,1,3,3,2,2,4,1,1,1,3,5,2,3,4,1,4,5,1,1,52,48,14,11,14
"9089",9089,4,1,1,3,2,3,5,4,2,5,5,2,5,3,1,5,5,2,5,1,64,68,9,11,12
"9090",9090,4,1,5,5,3,4,1,1,2,1,5,2,5,5,3,5,4,3,5,1,65,72,11,10,10
"9091",9091,4,2,2,3,4,2,4,2,2,3,4,3,3,4,2,3,4,3,4,4,62,70,8,6,16
"9092",9092,1,2,1,1,1,1,4,1,1,1,5,1,1,5,4,5,1,4,5,1,46,45,6,11,7
"9093",9093,5,3,5,5,3,5,5,4,3,5,5,1,4,5,4,5,5,5,5,3,85,84,13,12,13
"9094",9094,2,1,1,2,5,3,1,4,1,1,5,5,5,2,3,3,5,4,1,3,57,67,5,5,14
"9095",9095,4,4,4,4,4,3,4,4,2,5,2,4,2,2,4,2,4,4,5,1,68,84,11,10,7
"9096",9096,3,3,3,5,4,3,3,3,3,3,3,5,4,5,4,2,5,4,5,2,72,76,9,6,18
"9097",9097,5,1,2,2,5,4,2,2,2,2,5,5,1,2,1,2,3,5,5,2,58,68,14,7,15
"9098",9098,1,3,3,4,3,1,1,2,1,1,5,1,4,3,3,3,2,1,1,2,45,52,9,8,13
"9099",9099,1,2,1,1,1,2,4,2,2,1,4,1,1,4,1,1,3,2,5,1,40,51,10,13,11
"9100",9100,1,2,3,4,1,5,5,1,1,3,4,2,1,4,4,5,4,4,5,2,61,67,11,11,11
"9101",9101,4,4,5,4,4,5,2,4,3,2,5,1,5,5,4,5,2,5,5,4,78,93,14,8,9
"9102",9102,1,4,2,1,2,5,4,1,1,1,2,4,1,3,3,5,2,1,1,3,47,60,8,11,8
"9103",9103,5,5,2,5,4,3,5,3,4,4,5,5,4,3,4,3,5,5,5,5,84,81,12,7,10
"9104",9104,1,1,5,5,4,5,5,4,1,2,5,1,2,5,3,2,5,5,5,4,70,60,13,13,14
"9105",9105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,103,14,2,12
"9106",9106,1,1,1,1,2,1,1,2,1,2,1,3,1,3,1,1,1,1,1,1,27,47,12,14,10
"9107",9107,1,1,4,2,1,4,5,1,1,1,5,2,1,5,1,4,5,4,5,1,54,51,11,8,14
"9108",9108,4,2,4,1,4,2,2,4,1,4,4,4,1,5,4,4,4,5,4,2,65,52,11,3,12
"9109",9109,3,2,3,2,5,1,3,1,4,2,2,1,4,2,3,2,1,3,2,1,47,47,13,10,9
"9110",9110,4,4,2,3,3,5,5,2,4,4,5,5,1,4,3,4,4,4,1,1,68,59,7,7,14
"9111",9111,5,5,3,3,5,5,4,5,2,4,5,5,5,2,4,5,3,5,4,3,82,84,13,5,10
"9112",9112,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,99,102,12,4,14
"9113",9113,5,3,1,1,5,4,3,4,1,1,5,5,3,5,4,5,5,4,3,1,68,57,8,9,12
"9114",9114,3,4,3,4,3,3,2,3,1,3,2,3,4,4,4,4,3,3,3,2,61,51,10,9,8
"9115",9115,3,4,2,4,5,3,4,5,2,4,5,3,4,4,4,3,4,4,5,2,74,61,13,6,7
"9116",9116,5,5,4,2,4,3,4,4,4,2,4,5,4,4,5,2,4,4,3,5,77,84,14,8,13
"9117",9117,4,3,2,3,4,2,3,2,2,2,3,3,3,3,4,2,3,4,3,3,58,55,10,9,13
"9118",9118,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,93,102,13,5,12
"9119",9119,5,4,3,4,5,3,5,4,3,2,4,5,5,4,5,5,4,4,5,1,80,72,14,5,12
"9120",9120,1,2,2,3,4,2,2,2,1,1,5,1,1,3,1,5,1,2,3,1,43,38,9,6,12
"9121",9121,4,4,2,2,3,3,4,2,3,3,4,4,2,3,3,4,1,3,3,2,59,68,10,8,7
"9122",9122,2,5,4,5,4,1,3,5,1,2,5,5,2,5,4,4,5,3,5,1,71,70,11,6,17
"9123",9123,3,4,2,4,4,3,2,4,4,4,4,5,2,5,4,2,4,2,5,5,72,63,9,4,9
"9124",9124,3,2,1,4,4,2,1,1,3,2,5,2,4,5,4,1,5,4,5,1,59,63,14,8,12
"9125",9125,5,5,5,2,5,5,1,1,1,2,5,5,1,2,1,1,5,1,1,5,59,68,13,3,13
"9126",9126,2,4,2,3,2,5,5,2,2,5,5,1,2,4,2,5,4,4,5,1,65,48,12,12,13
"9127",9127,1,4,4,1,5,5,5,4,2,4,5,5,4,5,4,5,5,5,5,5,83,76,14,12,12
"9128",9128,1,4,4,2,2,5,5,4,4,1,5,4,3,4,4,5,5,5,5,1,73,82,11,8,13
"9129",9129,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,97,88,7,9,12
"9130",9130,4,2,3,1,4,1,1,1,1,1,3,5,5,3,1,2,4,4,5,1,52,57,14,10,10
"9131",9131,2,4,2,3,3,3,3,1,1,3,4,4,1,4,4,2,5,4,5,1,59,66,14,11,9
"9132",9132,4,5,1,5,4,2,3,4,1,4,4,4,1,5,5,4,5,4,5,4,74,74,9,10,13
"9133",9133,3,4,2,2,5,2,2,5,2,2,5,5,2,2,5,2,5,5,5,3,68,83,13,6,12
"9134",9134,5,5,1,5,5,4,5,1,5,2,5,5,5,5,4,5,1,5,5,5,83,81,12,11,13
"9135",9135,4,4,2,2,4,3,4,2,1,3,5,5,4,4,5,4,5,4,5,1,71,48,12,7,5
"9136",9136,5,5,5,4,5,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,94,87,12,8,8
"9137",9137,2,1,2,1,2,2,4,1,1,1,4,4,4,4,1,4,4,4,4,1,51,53,13,10,11
"9138",9138,2,4,3,2,4,2,4,2,2,2,3,2,2,4,4,4,3,4,4,1,58,53,12,6,8
"9139",9139,1,3,3,5,2,3,4,5,1,1,4,1,3,4,1,5,5,1,3,1,56,39,10,12,10
"9140",9140,5,4,1,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,91,79,10,6,17
"9141",9141,4,5,5,2,5,5,5,5,3,4,5,5,4,5,4,5,5,5,4,2,87,83,14,9,10
"9142",9142,1,2,4,1,1,4,5,1,2,2,5,2,1,2,3,4,1,1,4,1,47,45,10,11,11
"9143",9143,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,96,107,14,7,5
"9144",9144,4,5,4,4,3,5,5,3,4,4,4,2,4,4,5,4,4,4,5,3,80,78,11,8,11
"9145",9145,5,4,3,2,4,5,4,4,3,4,4,4,1,3,4,2,1,4,5,1,67,78,14,8,9
"9146",9146,5,5,5,3,3,5,5,5,1,5,5,5,3,5,1,2,3,1,1,5,73,75,14,13,11
"9147",9147,2,4,4,4,4,3,3,4,2,4,5,5,4,5,3,2,5,4,4,2,73,82,12,9,12
"9148",9148,5,5,4,3,4,5,5,5,2,2,4,4,4,4,4,4,5,5,5,2,81,87,13,6,10
"9149",9149,3,3,4,3,5,2,4,4,3,3,5,3,2,4,3,5,4,4,5,3,72,76,10,6,15
"9150",9150,5,5,2,5,5,5,5,5,4,5,5,5,1,4,5,5,4,5,5,5,90,87,8,8,9
"9151",9151,5,5,5,5,3,5,5,4,4,5,5,4,1,5,4,2,4,2,5,1,79,77,11,5,5
"9152",9152,3,4,4,2,2,4,5,1,2,3,5,2,3,4,3,1,1,2,5,1,57,65,8,14,12
"9153",9153,4,1,1,4,4,1,4,2,1,1,4,2,1,1,4,2,4,4,5,1,51,48,5,13,10
"9154",9154,5,5,3,4,5,4,3,4,3,4,4,5,2,3,4,4,2,5,5,4,78,94,10,9,13
"9155",9155,5,4,4,3,1,4,4,1,3,4,5,1,1,5,1,3,3,1,5,3,61,64,10,3,19
"9156",9156,1,3,1,1,1,1,1,1,1,1,4,1,1,4,1,1,3,1,5,1,34,38,14,14,16
"9157",9157,5,3,1,2,1,1,1,2,1,1,5,4,1,4,3,4,4,2,4,2,51,66,14,7,6
"9158",9158,2,2,2,2,1,5,4,1,1,2,4,2,1,2,4,2,1,4,3,1,46,36,13,13,12
"9159",9159,4,4,4,5,5,3,4,5,4,4,4,5,5,5,4,5,5,4,5,4,88,93,7,5,16
"9160",9160,3,4,4,4,2,5,5,1,1,1,5,4,1,5,4,4,5,1,5,3,67,66,12,5,12
"9161",9161,4,4,4,4,2,2,4,2,3,4,5,2,3,3,5,5,4,2,5,1,68,71,13,9,15
