"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"5501",5501,4,1,1,4,3,1,1,1,1,1,5,2,1,1,1,2,3,1,1,3,38,29,11,9,12
"5502",5502,3,4,4,3,5,4,5,4,3,4,3,5,4,5,4,5,4,3,5,1,78,82,9,7,8
"5503",5503,4,5,4,2,5,4,5,3,4,4,4,4,2,5,5,4,4,5,5,2,80,85,13,10,17
"5504",5504,5,5,5,5,5,2,5,5,1,3,5,4,3,5,5,1,5,5,5,1,80,70,13,9,10
"5505",5505,5,5,1,5,1,5,5,5,1,5,5,5,2,4,5,4,3,4,5,2,77,78,13,12,7
"5506",5506,2,2,4,4,4,2,2,2,2,1,5,4,1,4,2,5,2,4,2,1,55,57,9,11,13
"5507",5507,2,2,1,5,1,4,4,4,4,4,4,4,1,5,4,4,3,4,1,3,64,64,8,9,13
"5508",5508,3,4,2,4,5,4,5,5,1,3,5,4,2,5,5,4,5,4,5,2,77,81,12,8,11
"5509",5509,5,4,2,5,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,4,91,92,7,4,11
"5510",5510,5,5,1,1,4,3,5,5,3,2,4,5,4,5,1,4,1,5,5,5,73,72,12,7,8
"5511",5511,1,2,5,4,3,2,4,4,5,1,5,1,1,3,4,5,5,1,3,1,60,47,14,7,7
"5512",5512,2,2,3,4,2,2,4,1,1,2,3,2,1,4,3,5,4,2,3,1,51,41,8,11,12
"5513",5513,1,4,1,3,3,1,1,5,1,3,5,2,3,5,4,2,1,3,1,5,54,59,12,10,5
"5514",5514,4,5,4,4,3,3,5,4,2,2,4,4,4,5,4,4,4,4,4,2,75,76,12,5,9
"5515",5515,5,4,4,4,5,1,1,4,1,1,5,5,5,4,5,4,5,5,5,2,75,67,14,9,18
"5516",5516,2,2,3,4,4,2,3,5,3,2,4,5,2,4,3,4,4,4,3,3,66,77,10,5,12
"5517",5517,3,2,2,3,3,1,2,4,1,2,5,3,3,4,4,2,3,2,5,2,56,41,14,10,12
"5518",5518,2,2,2,2,2,4,4,2,3,3,3,2,1,3,3,3,3,3,5,2,54,57,7,10,9
"5519",5519,4,4,1,3,5,2,4,4,2,2,3,5,4,4,3,1,2,2,4,1,60,60,12,9,7
"5520",5520,4,2,1,4,4,1,1,4,4,3,2,3,4,4,1,2,4,4,5,3,60,57,8,5,11
"5521",5521,5,2,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,1,89,79,14,5,12
"5522",5522,4,4,4,2,3,4,4,4,2,4,4,3,3,4,4,2,3,4,4,3,69,74,11,9,13
"5523",5523,3,3,4,3,2,3,5,4,4,4,5,5,4,4,5,2,5,4,5,1,75,69,12,4,12
"5524",5524,1,4,5,2,2,5,5,1,2,4,5,4,3,5,4,2,2,5,5,1,67,49,11,7,8
"5525",5525,2,2,2,2,5,2,2,1,1,2,4,1,1,5,1,4,4,5,5,1,52,59,13,12,15
"5526",5526,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,99,108,14,9,8
"5527",5527,5,2,1,5,5,1,5,1,1,1,5,3,1,5,1,3,5,3,5,1,59,63,11,8,14
"5528",5528,5,5,1,5,5,5,5,1,5,5,5,4,5,4,4,3,5,5,5,5,87,87,14,14,12
"5529",5529,1,2,5,4,4,5,5,4,3,5,5,2,1,5,3,5,4,4,5,3,75,82,12,9,12
"5530",5530,2,4,2,3,2,1,2,4,1,1,4,4,2,4,2,2,3,4,3,3,53,49,9,8,12
"5531",5531,4,4,3,1,3,1,1,5,2,3,3,2,4,1,3,2,3,5,3,1,54,61,12,10,8
"5532",5532,4,2,1,2,4,3,1,2,1,1,4,5,2,4,2,4,5,4,1,1,53,63,10,4,13
"5533",5533,4,4,2,4,3,2,2,4,1,2,5,4,2,4,4,5,5,4,1,2,64,64,5,8,8
"5534",5534,5,4,2,1,5,2,1,5,1,1,2,5,4,1,2,2,4,1,4,1,53,53,14,13,14
"5535",5535,5,5,5,5,5,5,5,4,2,5,5,4,3,5,1,4,5,2,5,4,84,71,13,7,10
"5536",5536,3,2,1,5,4,4,3,4,1,2,4,5,5,5,1,2,2,5,5,4,67,59,9,7,14
"5537",5537,1,4,5,1,1,5,5,1,1,5,2,1,1,3,4,5,5,2,5,1,58,60,12,11,12
"5538",5538,5,5,3,5,5,4,5,5,5,4,5,5,5,5,3,2,5,4,5,4,89,105,12,2,14
"5539",5539,2,2,3,3,4,3,2,2,1,3,5,2,1,4,3,5,4,3,4,2,58,64,11,9,12
"5540",5540,5,1,4,5,2,4,3,2,1,5,5,4,1,5,1,5,2,5,4,1,65,56,11,8,6
"5541",5541,3,3,2,2,3,3,4,4,1,1,4,4,2,2,3,2,4,3,4,2,56,59,8,9,11
"5542",5542,1,1,1,3,4,1,2,1,1,1,5,4,1,4,2,1,3,1,4,1,42,48,12,14,12
"5543",5543,4,2,5,5,5,4,5,5,4,1,4,5,4,5,1,4,5,5,5,5,83,86,14,5,15
"5544",5544,5,5,4,3,5,5,5,4,2,3,4,4,5,3,3,5,5,4,5,3,82,103,12,8,9
"5545",5545,5,5,2,2,4,1,1,2,1,1,4,5,1,4,3,1,2,4,3,4,55,58,13,5,10
"5546",5546,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,97,94,12,9,12
"5547",5547,5,5,4,3,2,5,5,4,4,4,4,5,4,4,5,4,2,2,5,1,77,88,7,8,10
