"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"11501",11501,5,4,5,3,4,5,5,4,2,4,5,3,2,4,4,5,5,2,5,1,77,76,12,7,15
"11502",11502,5,1,5,5,5,4,4,1,1,4,4,4,5,5,1,1,2,1,5,5,68,69,6,10,10
"11503",11503,1,1,1,5,4,1,2,2,1,1,3,5,2,3,3,1,5,1,5,5,52,51,12,13,6
"11504",11504,1,2,4,1,3,5,5,4,1,3,3,5,1,4,4,5,5,5,5,3,69,64,14,10,13
"11505",11505,1,4,2,1,2,2,2,2,1,4,5,5,1,5,3,5,4,5,5,1,60,60,6,5,10
"11506",11506,2,2,4,2,2,4,5,4,5,1,1,5,5,4,3,5,1,2,5,1,63,64,7,7,14
"11507",11507,3,2,5,4,4,5,5,2,2,1,5,5,1,4,2,5,5,4,5,1,70,79,9,9,14
"11508",11508,2,3,2,3,4,4,5,2,2,4,5,5,2,2,4,4,4,5,4,1,67,77,10,4,10
"11509",11509,1,2,2,1,1,2,5,1,1,1,5,1,1,1,4,1,4,4,5,1,44,46,9,14,13
"11510",11510,4,4,4,5,5,4,4,5,1,4,5,4,4,4,4,5,5,4,5,4,84,88,12,9,17
"11511",11511,4,5,4,4,4,5,5,4,3,4,5,5,1,5,5,5,5,4,5,1,83,77,12,6,10
"11512",11512,5,5,5,1,4,5,5,4,2,1,5,5,4,2,5,5,5,5,5,1,79,97,7,10,14
"11513",11513,3,2,3,3,4,4,5,2,3,3,4,4,4,4,4,4,3,3,5,1,68,89,10,11,10
"11514",11514,2,3,5,3,5,5,5,1,3,3,5,5,2,4,2,1,5,5,5,3,72,75,14,6,17
"11515",11515,1,2,4,3,4,2,2,4,1,3,3,4,2,4,2,2,4,2,4,2,55,52,9,7,15
"11516",11516,4,4,4,4,5,5,5,4,3,4,5,5,4,5,3,5,4,5,5,3,86,91,12,8,13
"11517",11517,1,1,1,1,1,1,2,1,1,5,5,4,1,1,3,4,2,1,5,1,42,34,12,12,10
"11518",11518,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,1,5,5,3,86,87,11,13,12
"11519",11519,1,4,3,2,2,5,4,1,1,3,4,5,1,4,4,2,4,3,2,1,56,49,14,9,10
"11520",11520,1,4,2,5,4,4,4,3,1,1,4,4,1,5,1,5,2,1,5,1,58,67,12,10,7
"11521",11521,2,2,3,2,2,2,4,4,1,2,3,4,3,3,3,4,4,1,4,1,54,61,10,8,11
"11522",11522,1,1,1,5,3,1,1,1,1,1,3,1,1,3,1,1,3,1,3,1,34,18,12,7,12
"11523",11523,2,2,3,1,1,5,4,1,2,3,4,1,1,2,3,2,2,2,3,1,45,36,13,10,14
"11524",11524,1,2,5,1,1,5,5,4,3,5,4,5,1,5,4,5,1,4,5,1,67,51,14,13,9
"11525",11525,4,2,3,3,4,3,3,4,1,4,3,1,1,3,3,3,4,4,4,1,58,48,10,9,13
"11526",11526,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,2,95,87,9,6,13
"11527",11527,2,1,2,1,1,1,2,1,1,1,3,1,2,3,1,1,4,1,5,1,35,41,11,13,12
"11528",11528,1,4,5,1,4,2,5,4,1,1,5,4,1,3,4,1,4,1,5,1,57,56,9,14,12
"11529",11529,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,62,8,8,15
"11530",11530,5,5,5,4,3,4,5,4,3,3,5,4,4,4,5,3,5,4,5,2,82,89,10,7,11
"11531",11531,4,4,5,2,4,4,5,2,1,4,5,4,2,4,4,4,4,1,5,1,69,87,14,9,9
"11532",11532,4,4,2,2,4,5,5,4,2,4,4,4,3,4,2,4,4,4,5,2,72,68,12,5,13
"11533",11533,1,1,4,1,3,4,1,2,1,1,4,1,1,2,1,5,3,1,4,2,43,39,6,11,13
"11534",11534,3,2,5,2,2,5,4,1,4,5,4,3,2,4,5,2,4,1,5,1,64,75,11,7,8
"11535",11535,4,4,4,4,4,4,5,4,3,4,3,4,4,4,4,5,4,5,5,1,79,85,8,4,16
"11536",11536,1,4,5,1,1,4,4,1,1,2,4,1,1,4,4,4,4,1,5,1,53,67,11,14,14
"11537",11537,4,1,1,3,2,2,2,4,1,1,3,3,3,3,3,3,2,2,3,2,48,65,12,9,10
"11538",11538,2,5,4,5,5,5,5,5,3,3,5,5,4,5,5,5,5,5,1,3,85,74,5,8,12
"11539",11539,2,2,5,2,1,2,5,1,4,2,4,1,1,5,4,2,2,2,3,4,54,60,13,10,8
"11540",11540,2,4,5,3,4,5,5,2,1,4,4,2,4,3,4,2,4,4,3,1,66,66,11,12,17
"11541",11541,2,1,2,4,4,4,4,5,2,4,4,4,1,4,2,2,4,2,4,4,63,58,14,8,9
"11542",11542,4,3,2,1,2,4,3,2,1,1,2,4,1,2,4,2,2,1,3,1,45,60,9,12,7
"11543",11543,5,1,5,4,1,5,5,2,2,1,5,5,3,5,5,5,1,2,5,1,68,62,9,7,7
"11544",11544,4,4,2,4,2,2,4,2,1,4,5,2,4,5,3,2,4,4,5,4,67,69,11,10,17
"11545",11545,1,2,4,1,1,4,4,1,1,1,5,1,1,1,1,4,4,1,4,1,43,36,14,13,15
"11546",11546,1,2,5,1,2,5,5,3,2,1,5,4,1,4,5,5,4,3,5,1,64,60,10,12,12
"11547",11547,2,4,4,2,2,1,2,4,2,2,4,4,4,4,2,4,5,4,5,3,64,70,9,8,14
"11548",11548,4,4,4,1,4,3,1,2,1,1,5,4,4,4,2,2,4,4,4,1,59,46,9,9,11
"11549",11549,5,5,5,3,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,95,100,13,6,9
"11550",11550,4,5,3,3,4,4,4,5,3,4,5,4,2,4,5,4,4,4,5,5,81,84,9,6,15
"11551",11551,4,1,1,2,1,2,4,2,1,1,5,5,4,5,4,4,5,2,2,1,56,57,11,9,14
"11552",11552,3,1,1,1,1,4,4,1,1,3,5,4,1,1,1,1,2,2,1,3,41,35,11,11,9
"11553",11553,1,1,5,1,2,4,4,4,1,2,5,4,1,2,1,1,5,5,5,1,55,53,12,9,14
"11554",11554,2,2,3,2,2,4,5,1,2,2,5,1,1,4,2,1,3,4,3,2,51,59,10,11,16
"11555",11555,4,3,5,2,3,4,4,2,1,2,4,2,1,3,1,4,4,2,4,1,56,42,11,12,14
"11556",11556,1,1,5,3,5,4,1,1,1,1,5,1,4,1,1,3,4,5,5,1,53,56,13,12,15
"11557",11557,1,2,3,2,3,5,5,2,2,1,3,2,1,3,1,5,4,1,5,2,53,48,13,13,15
