"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"13501",13501,5,5,4,4,4,5,5,4,1,5,4,5,3,5,5,5,5,3,2,4,83,80,4,4,14
"13502",13502,4,2,2,2,4,4,4,4,1,2,4,4,4,4,4,3,4,3,4,4,67,59,14,11,16
"13503",13503,1,2,3,2,2,2,5,2,1,1,3,1,4,3,5,2,4,3,5,2,53,59,14,9,14
"13504",13504,1,2,3,4,4,3,4,2,2,3,4,1,1,2,1,5,2,3,1,1,49,54,9,10,12
"13505",13505,2,2,5,4,4,5,5,3,2,4,5,4,2,5,4,5,5,4,4,3,77,83,8,8,14
"13506",13506,1,4,5,5,4,2,1,5,1,1,5,4,5,4,2,1,5,4,4,1,64,74,7,10,6
"13507",13507,4,4,2,3,4,4,4,5,1,4,5,5,4,5,5,1,1,4,1,1,67,74,13,12,6
"13508",13508,3,4,1,4,4,3,3,2,1,2,2,1,4,4,5,3,4,4,4,4,62,60,11,8,16
"13509",13509,4,1,4,3,4,2,5,4,3,4,5,5,5,3,4,4,5,4,5,5,79,84,13,4,7
"13510",13510,5,5,5,5,5,5,5,5,3,3,5,5,5,3,5,5,4,1,5,2,86,86,10,5,14
"13511",13511,1,1,4,1,1,4,5,1,1,2,4,3,1,2,5,1,4,1,5,5,52,42,13,14,13
"13512",13512,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,96,97,12,8,11
"13513",13513,2,4,1,1,1,2,1,1,1,5,4,2,1,4,4,1,5,2,4,1,47,43,13,14,15
"13514",13514,4,2,2,2,1,4,5,2,2,4,5,5,2,2,5,2,1,4,5,1,60,56,9,4,8
"13515",13515,1,1,1,2,1,3,3,2,1,1,5,1,1,5,1,2,1,1,5,1,39,49,13,14,10
"13516",13516,4,4,4,4,2,4,5,5,5,1,4,5,2,5,4,4,4,2,4,1,73,65,11,9,11
"13517",13517,3,2,4,2,2,5,5,2,2,1,5,4,2,4,4,3,5,3,4,1,63,70,11,7,16
"13518",13518,1,2,2,1,1,5,5,4,1,4,5,4,1,2,1,5,2,1,5,1,53,65,13,13,12
"13519",13519,5,4,2,5,4,5,5,5,4,4,4,4,5,4,1,5,4,4,5,3,82,84,7,5,11
"13520",13520,5,2,1,5,4,5,5,5,4,2,5,5,5,4,5,5,4,5,5,2,83,86,4,4,15
"13521",13521,5,3,3,5,5,3,5,3,5,4,3,5,4,5,5,5,5,5,4,1,83,84,10,6,15
"13522",13522,4,4,4,4,3,4,5,2,3,5,4,3,4,4,4,5,4,3,5,2,76,83,11,6,10
"13523",13523,1,1,4,5,1,2,4,2,4,5,5,4,1,4,3,4,5,4,5,1,65,70,8,11,12
"13524",13524,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,93,99,7,6,14
"13525",13525,1,2,2,2,3,2,4,4,1,3,4,4,3,5,1,3,4,3,3,3,57,56,10,10,10
"13526",13526,4,4,4,4,4,4,4,4,4,3,4,5,4,5,5,5,4,3,5,4,83,79,13,3,12
"13527",13527,4,5,5,5,5,5,5,4,2,4,5,5,5,5,4,5,5,4,5,5,92,96,13,9,14
"13528",13528,2,2,5,1,2,5,5,1,1,5,5,1,2,5,2,1,2,1,2,2,52,60,9,14,13
"13529",13529,5,2,1,3,2,3,2,4,1,1,3,4,4,1,3,3,4,3,3,1,53,51,10,12,9
"13530",13530,4,2,4,4,4,4,4,4,3,3,5,3,4,4,3,5,2,3,5,1,71,74,8,8,15
"13531",13531,1,2,2,2,1,1,1,1,1,1,2,1,3,2,3,2,5,1,3,1,36,40,13,14,7
"13532",13532,5,5,5,1,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,91,96,13,13,16
"13533",13533,2,2,4,4,4,2,2,4,1,3,4,2,3,3,4,2,4,3,5,1,59,50,11,5,6
"13534",13534,4,4,4,2,1,5,5,4,2,4,5,2,2,4,4,4,5,4,5,1,71,79,12,13,5
"13535",13535,5,5,4,5,5,5,5,2,1,5,5,5,2,4,5,5,4,5,5,1,83,70,7,13,15
"13536",13536,4,3,5,3,1,4,4,1,1,3,4,5,1,4,4,1,5,5,5,1,64,74,12,6,15
"13537",13537,1,1,5,3,4,2,3,3,1,1,5,4,1,5,1,3,2,1,5,1,52,46,14,9,11
"13538",13538,4,4,5,5,4,5,5,4,4,3,5,5,4,5,4,5,5,4,5,2,87,91,10,7,13
"13539",13539,5,4,5,1,4,5,5,1,2,4,3,5,4,5,5,4,5,5,5,1,78,82,14,8,16
"13540",13540,5,4,5,4,4,5,5,2,2,5,5,4,4,5,5,5,5,3,5,1,83,98,7,10,13
"13541",13541,3,4,2,3,5,2,5,5,3,4,4,4,2,4,4,2,5,4,1,1,67,55,8,11,11
"13542",13542,1,1,5,1,5,5,5,1,1,2,5,5,1,3,2,4,1,1,4,1,54,56,8,8,16
"13543",13543,4,3,4,4,4,5,5,5,2,4,5,2,5,4,4,4,5,4,5,2,80,74,9,8,10
"13544",13544,5,4,3,3,3,5,5,4,3,4,5,5,5,5,5,4,5,4,5,5,87,96,13,7,12
"13545",13545,4,4,4,4,5,1,5,4,4,5,5,5,4,5,4,5,4,5,5,1,83,77,14,8,12
"13546",13546,3,4,4,4,3,5,5,4,1,5,5,4,5,5,4,4,5,5,5,2,82,63,12,9,9
"13547",13547,4,4,5,5,3,5,5,2,2,4,5,5,4,4,5,4,3,4,5,2,80,77,13,5,11
"13548",13548,2,4,4,4,4,4,5,3,2,2,5,4,2,4,4,4,1,4,4,1,67,77,10,6,12
