"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"9501",9501,4,1,4,2,2,1,2,4,1,1,5,1,1,2,2,1,1,1,5,1,42,46,11,11,13
"9502",9502,5,5,2,2,4,2,3,4,4,5,5,4,5,5,5,4,3,5,5,4,81,92,11,3,16
"9503",9503,5,5,3,4,4,3,4,2,2,4,4,4,2,4,4,2,3,3,5,2,69,75,12,8,8
"9504",9504,5,3,4,5,4,2,5,1,3,3,5,5,3,5,3,4,4,3,3,1,71,73,11,7,11
"9505",9505,3,4,4,2,3,5,5,3,3,3,5,3,1,5,4,1,1,1,5,3,64,58,13,9,17
"9506",9506,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,98,84,13,3,15
"9507",9507,5,5,2,2,4,4,5,5,2,5,5,5,5,5,5,4,5,5,5,5,88,89,11,6,16
"9508",9508,4,4,2,5,4,5,5,4,3,5,5,4,3,4,4,4,1,4,5,2,77,90,8,5,7
"9509",9509,3,1,4,4,2,2,4,2,1,2,4,3,4,5,1,5,4,4,5,4,64,66,13,3,16
"9510",9510,1,2,4,5,4,2,4,2,1,2,5,5,1,5,5,5,2,1,5,1,62,63,13,5,7
"9511",9511,1,1,1,3,1,2,4,1,1,1,2,1,1,3,1,2,3,3,5,1,38,34,14,9,7
"9512",9512,5,1,5,5,5,5,5,1,4,5,5,5,1,5,5,5,3,5,5,3,83,84,14,7,13
"9513",9513,4,5,5,5,4,5,5,3,4,4,5,5,4,5,5,2,5,5,5,1,86,77,13,4,15
"9514",9514,5,1,4,3,2,5,5,2,4,2,4,4,5,4,4,4,5,4,5,4,76,65,14,10,10
"9515",9515,5,5,3,5,2,5,5,1,5,5,5,5,5,5,4,4,5,3,3,3,83,80,11,8,13
"9516",9516,3,5,2,5,5,4,4,4,3,4,2,5,4,3,3,5,2,5,5,4,77,78,14,6,11
"9517",9517,1,3,1,2,1,4,2,3,1,2,4,2,1,4,4,2,3,3,4,1,48,47,8,9,9
"9518",9518,4,4,4,2,4,5,5,2,2,2,5,5,5,4,4,4,4,4,5,4,78,86,8,8,15
"9519",9519,3,4,5,2,4,2,5,5,3,4,5,4,3,5,5,5,5,4,3,1,77,77,14,7,15
"9520",9520,1,4,5,4,4,5,5,4,3,5,5,1,1,5,4,5,5,4,4,5,79,74,13,10,10
"9521",9521,4,4,2,4,5,5,5,3,3,4,5,2,5,4,5,5,5,4,5,2,81,96,11,2,15
"9522",9522,5,3,5,5,5,5,5,4,1,5,5,5,5,5,4,1,5,4,5,3,85,96,11,9,12
"9523",9523,4,1,5,1,5,3,5,1,1,1,3,1,3,1,1,5,5,3,1,1,51,72,13,8,15
"9524",9524,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,5,5,4,92,95,12,5,6
"9525",9525,5,5,5,3,5,5,5,5,4,4,5,5,4,4,5,3,3,5,5,3,88,86,11,6,12
"9526",9526,4,3,1,3,5,1,2,4,1,1,4,5,1,3,1,1,3,3,2,1,49,59,8,9,11
"9527",9527,1,1,4,5,2,2,4,1,1,1,5,1,1,5,4,1,4,1,5,1,50,53,10,9,11
"9528",9528,5,4,2,3,5,4,5,2,4,4,4,4,5,5,5,4,5,5,5,2,82,76,13,13,13
"9529",9529,3,2,3,4,5,1,2,2,2,2,5,4,4,4,2,2,5,4,3,1,60,58,13,7,15
"9530",9530,2,2,4,4,2,5,5,2,3,4,3,4,2,4,4,5,2,4,4,1,66,61,11,9,14
"9531",9531,3,5,5,3,5,5,5,1,1,4,5,5,4,5,4,5,5,5,5,3,83,74,14,7,4
"9532",9532,1,1,5,5,2,4,4,1,1,1,5,4,1,4,1,5,4,4,1,1,55,54,14,9,10
"9533",9533,4,4,4,2,5,5,4,4,2,2,5,5,5,2,4,2,5,4,5,1,74,83,10,11,17
"9534",9534,2,2,4,4,3,4,3,4,2,2,5,4,2,5,4,2,2,3,3,1,61,47,11,10,10
"9535",9535,1,1,4,4,2,5,5,4,4,5,2,4,1,2,5,3,2,5,1,4,64,53,9,13,12
"9536",9536,5,4,5,5,5,2,5,2,1,4,5,4,4,5,5,5,5,4,5,1,81,74,10,9,11
"9537",9537,5,1,4,3,4,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,89,100,8,7,11
"9538",9538,5,5,1,1,5,1,1,5,1,1,1,5,5,1,3,1,1,5,5,5,58,52,8,11,8
"9539",9539,1,4,5,2,4,2,1,4,1,1,5,1,4,2,4,1,4,4,5,1,56,54,13,12,14
"9540",9540,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,57,14,14,11
"9541",9541,3,2,3,2,4,2,4,5,1,3,5,4,1,4,2,4,5,4,5,4,67,70,13,9,11
"9542",9542,4,5,5,2,5,5,5,4,5,3,5,3,5,5,5,4,1,5,4,1,81,69,11,5,11
"9543",9543,3,4,5,3,4,5,5,2,4,5,5,5,4,4,4,5,1,2,5,3,78,65,10,5,13
"9544",9544,5,2,5,2,5,4,3,5,3,4,5,5,2,4,4,2,5,4,2,1,72,70,12,6,17
"9545",9545,1,1,1,2,4,4,4,1,4,3,4,4,1,2,3,2,5,4,5,1,56,46,14,7,14
"9546",9546,1,1,5,4,4,1,1,5,5,1,5,5,1,5,1,1,1,1,5,3,56,49,8,8,14
"9547",9547,5,4,2,5,4,5,5,1,1,1,5,5,1,5,4,5,4,5,4,2,73,68,14,10,19
"9548",9548,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,4,94,102,14,12,12
"9549",9549,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,99,96,14,12,10
"9550",9550,4,4,4,1,4,4,4,5,4,4,5,5,4,4,5,5,5,5,5,5,86,79,14,13,9
"9551",9551,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,109,11,2,15
"9552",9552,1,1,1,1,4,4,4,1,1,4,5,4,1,2,1,3,4,1,5,1,49,69,10,13,12
"9553",9553,4,4,2,2,4,2,2,4,1,1,2,3,1,3,5,2,3,4,2,1,52,57,12,8,13
"9554",9554,1,2,5,1,1,1,4,2,1,1,1,2,1,1,3,1,5,2,3,1,39,41,13,13,8
"9555",9555,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,107,8,2,13
"9556",9556,4,4,4,5,4,5,4,4,3,2,5,4,2,5,4,3,4,2,5,3,76,72,12,7,15
"9557",9557,2,2,3,5,3,4,4,2,1,1,5,3,3,3,2,5,3,2,3,3,59,61,10,8,12
"9558",9558,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,2,1,5,3,31,7,14,12,14
"9559",9559,1,1,1,3,1,3,1,3,1,1,4,3,1,4,1,1,1,1,5,1,38,19,14,14,13
"9560",9560,3,4,3,5,1,3,4,4,4,1,5,5,4,5,1,5,4,1,5,5,72,80,5,9,18
"9561",9561,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,5,4,4,5,1,85,89,8,3,15
"9562",9562,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,93,94,5,3,10
"9563",9563,3,5,2,4,3,5,5,2,2,4,4,4,2,5,1,4,4,5,1,4,69,65,7,5,17
"9564",9564,3,3,1,4,1,5,1,3,2,2,5,4,1,4,3,2,4,2,1,4,55,74,10,6,11
"9565",9565,2,3,4,5,5,4,5,4,3,4,5,2,1,5,3,5,5,4,5,3,77,68,5,8,13
