"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"10001",10001,1,1,5,5,5,1,1,5,1,4,1,5,1,5,2,4,5,2,5,5,64,64,10,3,11
"10002",10002,4,5,5,4,5,5,5,5,4,4,5,5,2,5,4,5,5,5,5,2,89,83,12,6,14
"10003",10003,3,5,5,2,3,5,5,5,1,3,3,5,1,5,4,3,5,4,5,2,74,82,14,11,16
"10004",10004,1,1,2,3,2,1,1,2,1,1,5,5,1,5,1,2,5,1,5,1,46,59,12,9,12
"10005",10005,1,2,3,2,5,1,4,4,1,1,3,4,2,2,3,1,3,1,4,3,50,58,8,10,14
"10006",10006,3,3,2,4,4,1,1,2,2,1,4,4,4,4,3,4,5,4,4,1,60,56,11,9,15
"10007",10007,4,1,3,4,2,2,4,2,1,3,4,4,4,5,2,1,4,2,2,1,55,59,13,10,12
"10008",10008,5,2,4,3,4,4,5,4,4,2,5,5,4,3,4,5,5,4,5,5,82,85,12,6,9
"10009",10009,2,2,2,1,5,4,2,4,4,1,5,4,4,2,4,2,1,4,4,5,62,69,12,7,14
"10010",10010,3,4,2,2,4,3,5,3,3,3,4,4,4,5,4,4,5,5,5,1,73,55,9,3,11
"10011",10011,5,5,5,4,4,4,4,5,4,4,5,5,4,5,5,4,5,4,5,1,87,86,12,6,8
"10012",10012,3,3,1,4,5,5,3,1,2,5,5,5,5,3,1,3,5,4,5,2,70,66,12,12,13
"10013",10013,5,5,4,4,4,4,5,4,2,3,2,5,5,4,4,5,5,2,4,3,79,80,5,4,8
"10014",10014,1,3,2,2,3,2,2,3,1,1,4,4,2,4,3,4,4,4,4,1,54,62,11,9,13
"10015",10015,5,4,4,5,5,5,5,5,4,5,5,4,1,5,5,5,5,5,5,1,88,93,9,5,12
"10016",10016,1,5,2,4,1,1,1,1,1,4,5,1,2,2,2,4,5,5,4,1,52,58,10,9,13
"10017",10017,1,4,1,2,2,2,4,1,1,1,5,1,1,2,1,4,2,3,5,1,44,55,14,13,12
"10018",10018,5,5,5,4,5,4,5,4,3,4,4,4,4,5,5,2,5,5,5,2,85,105,11,10,11
"10019",10019,4,1,3,2,1,4,5,2,2,2,5,1,1,3,2,2,4,3,5,4,56,70,10,5,10
"10020",10020,5,3,5,5,5,4,5,5,5,5,5,5,5,5,2,5,3,5,5,5,92,74,14,4,7
"10021",10021,4,4,3,3,4,5,4,4,5,4,5,5,2,5,5,4,5,5,5,4,85,90,10,3,8
