"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"12001",12001,3,3,3,4,3,4,4,2,3,3,3,3,2,3,2,3,4,2,3,3,60,49,11,10,15
"12002",12002,1,2,5,3,4,4,4,2,1,4,4,4,1,3,4,4,5,4,5,1,65,79,13,9,10
"12003",12003,5,4,1,1,5,4,5,5,5,1,5,5,5,5,1,1,5,4,5,4,76,74,12,7,10
"12004",12004,1,1,2,1,1,5,3,1,1,2,5,1,1,3,1,2,1,4,5,1,42,50,14,10,11
"12005",12005,4,3,5,4,5,5,5,4,4,4,4,5,4,5,2,2,4,5,5,1,80,86,13,7,13
"12006",12006,4,2,2,2,5,5,5,4,3,4,5,4,4,5,2,4,5,5,5,4,79,76,11,5,16
"12007",12007,1,2,2,2,4,2,1,3,1,3,4,4,5,5,2,1,3,4,5,1,55,50,12,3,7
"12008",12008,1,2,2,3,2,2,2,1,1,1,5,1,1,3,4,3,4,5,5,2,50,49,12,8,8
"12009",12009,5,1,1,3,5,1,4,1,4,5,4,4,1,5,5,4,1,4,4,3,65,86,10,8,4
"12010",12010,3,4,2,2,2,4,4,3,1,4,4,4,2,3,4,4,4,4,5,4,67,60,7,8,17
"12011",12011,5,4,2,4,5,1,4,4,1,1,5,5,5,5,4,2,5,5,4,5,76,68,11,8,12
"12012",12012,2,4,2,5,5,5,4,2,3,5,5,4,4,4,5,5,4,4,5,3,80,59,10,2,17
"12013",12013,1,4,5,2,4,2,4,5,1,2,4,4,5,5,2,1,4,1,5,4,65,73,13,13,14
"12014",12014,1,1,4,3,3,4,4,1,1,2,5,5,4,3,5,2,5,2,5,2,62,65,14,8,13
"12015",12015,3,3,4,4,3,5,5,3,2,4,5,4,2,4,4,5,5,4,5,1,75,85,11,8,13
"12016",12016,3,4,4,4,4,4,5,4,1,2,4,5,3,5,4,5,4,5,1,1,72,67,14,11,15
"12017",12017,2,4,3,3,1,4,4,3,4,2,4,4,3,4,4,5,5,4,4,1,68,83,9,11,14
"12018",12018,2,2,2,2,4,5,5,4,3,2,5,4,1,4,1,5,2,1,4,1,59,58,11,8,10
"12019",12019,2,4,4,4,4,4,5,1,4,3,3,5,1,4,4,2,5,4,5,1,69,83,13,11,9
"12020",12020,2,3,1,1,4,4,4,4,1,1,5,5,3,2,1,3,5,5,4,5,63,61,10,13,11
"12021",12021,5,2,4,1,5,1,2,2,3,4,5,5,1,2,5,5,5,4,1,1,63,56,13,6,8
"12022",12022,5,4,2,2,5,1,2,2,1,1,4,4,3,2,4,2,4,2,2,4,56,42,7,9,9
"12023",12023,2,2,4,1,5,2,2,3,2,3,5,5,4,2,2,2,2,4,4,4,60,54,9,11,8
"12024",12024,3,3,1,5,5,2,2,5,1,1,5,5,5,5,1,5,5,5,5,5,74,67,13,7,15
"12025",12025,1,1,1,2,4,2,4,5,1,1,5,5,1,4,1,4,1,2,5,1,51,47,10,12,9
"12026",12026,2,4,4,3,3,5,5,3,2,2,4,4,4,3,3,4,1,3,5,4,68,65,4,5,19
"12027",12027,4,1,5,2,1,4,1,1,1,1,5,4,1,1,1,5,5,1,1,4,49,62,8,10,13
"12028",12028,1,1,1,3,3,2,3,2,1,1,5,1,4,2,3,2,3,3,3,1,45,30,14,10,11
"12029",12029,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,1,93,96,12,4,11
"12030",12030,5,4,4,4,5,4,4,4,4,4,5,5,4,2,4,4,4,4,4,4,82,89,13,13,14
"12031",12031,4,3,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,2,5,4,87,65,10,6,11
"12032",12032,2,1,1,5,5,2,1,1,1,1,1,5,2,4,1,1,3,1,5,1,44,37,13,13,12
"12033",12033,4,5,3,5,5,5,5,5,1,2,5,5,5,5,4,5,5,5,4,5,88,78,14,8,19
"12034",12034,1,1,5,3,3,5,5,1,1,5,5,4,3,5,5,3,4,5,3,3,70,91,14,6,14
"12035",12035,2,4,4,2,3,4,4,2,1,3,4,5,2,4,4,4,5,2,5,1,65,54,13,9,7
"12036",12036,2,2,3,5,2,4,4,2,1,1,5,4,1,3,1,2,2,1,4,1,50,30,13,13,13
"12037",12037,4,4,4,4,5,5,5,5,2,4,5,5,5,4,4,5,5,4,5,1,85,79,10,6,13
"12038",12038,2,4,2,2,2,4,4,1,4,2,5,2,1,2,2,2,4,2,5,2,54,51,6,8,9
"12039",12039,2,2,4,4,4,2,4,2,2,5,5,5,4,5,4,3,5,4,5,5,76,76,14,9,7
"12040",12040,1,4,4,4,4,2,4,5,2,1,4,5,4,4,2,5,5,5,5,1,71,66,10,3,14
"12041",12041,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,95,91,10,7,11
"12042",12042,3,4,2,2,1,2,2,2,1,2,5,3,4,4,4,4,2,4,5,4,60,56,6,12,14
"12043",12043,3,4,2,2,3,2,4,4,1,4,3,4,1,2,4,4,1,4,5,2,59,62,12,9,12
"12044",12044,1,4,3,1,2,2,4,2,1,2,5,4,1,2,4,4,4,4,4,3,57,62,12,13,11
"12045",12045,1,2,2,1,2,2,4,2,1,2,4,1,1,2,1,1,1,1,5,4,40,48,10,7,12
"12046",12046,4,4,4,3,5,4,4,4,2,2,5,5,2,3,4,5,4,4,5,2,75,53,13,12,15
"12047",12047,1,1,5,2,1,5,5,1,1,1,5,4,3,5,1,5,4,3,5,1,59,53,14,7,8
"12048",12048,3,2,4,5,5,5,5,5,2,3,5,5,5,5,5,2,5,5,5,2,83,87,4,4,15
"12049",12049,4,2,2,4,1,2,4,4,3,1,3,1,1,2,4,1,5,1,1,1,47,54,10,12,7
"12050",12050,5,5,5,4,5,5,5,4,5,5,5,5,5,3,4,5,4,4,5,2,90,75,12,6,10
"12051",12051,2,4,3,2,2,4,5,1,5,4,4,2,2,4,5,5,1,2,5,5,67,80,13,12,10
"12052",12052,3,4,5,3,5,5,5,3,1,3,3,5,5,3,5,5,5,3,5,3,79,60,14,9,9
"12053",12053,2,1,5,1,5,5,5,1,1,4,5,1,4,5,5,5,5,4,4,4,72,79,6,5,12
"12054",12054,5,1,5,4,5,5,5,4,1,2,4,4,4,5,1,5,1,4,5,4,74,85,14,8,16
"12055",12055,1,3,4,2,3,2,4,1,2,4,5,4,1,5,2,4,3,5,2,3,60,38,14,11,16
