"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"1501",1501,5,4,5,5,5,5,5,2,2,5,5,5,2,4,5,5,1,4,5,2,81,79,8,7,8
"1502",1502,5,2,5,4,4,5,1,1,5,5,5,4,4,4,5,1,1,5,5,2,73,59,13,12,14
"1503",1503,2,4,1,3,3,1,4,5,1,1,3,5,2,4,3,1,3,2,3,1,52,59,11,12,13
"1504",1504,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,99,103,14,8,10
"1505",1505,5,4,2,3,5,3,4,5,1,2,5,5,5,5,5,2,3,5,1,3,73,90,7,7,18
"1506",1506,4,2,5,2,4,4,4,2,4,3,3,3,1,2,2,3,3,3,5,1,60,59,12,7,18
"1507",1507,4,5,2,2,5,4,5,4,4,2,5,5,2,4,5,5,5,5,5,1,79,79,12,9,14
"1508",1508,4,3,4,5,5,4,4,5,5,3,5,5,4,5,3,5,5,5,5,1,85,80,12,8,10
"1509",1509,4,1,2,4,5,4,4,3,1,2,5,5,1,3,4,2,5,5,1,3,64,71,11,8,14
"1510",1510,3,3,3,4,3,3,4,2,2,1,5,3,4,4,3,5,3,3,5,2,65,59,12,10,13
"1511",1511,1,2,2,1,3,2,3,1,4,1,2,1,1,2,1,2,3,2,5,1,40,43,13,9,14
"1512",1512,3,4,4,4,2,4,4,4,3,3,4,4,2,5,4,2,4,3,5,2,70,58,13,8,10
"1513",1513,4,4,3,2,4,4,4,4,2,2,5,4,1,5,5,5,1,5,1,1,66,71,11,5,7
"1514",1514,5,5,5,2,5,5,5,1,3,5,5,4,1,5,5,5,5,5,5,3,84,76,9,3,13
"1515",1515,4,4,3,5,4,4,4,1,3,2,5,5,2,4,3,4,4,2,5,3,71,71,13,8,13
"1516",1516,2,3,2,1,4,3,5,1,1,1,4,4,2,4,2,4,1,3,5,1,53,47,13,9,14
"1517",1517,3,4,3,2,3,2,4,5,2,5,5,4,3,5,3,5,5,5,5,3,76,72,14,7,10
"1518",1518,3,1,1,3,4,2,4,1,2,4,3,2,4,4,3,4,5,4,1,2,57,63,14,7,16
"1519",1519,5,5,5,3,4,4,5,5,4,5,5,3,4,5,5,2,5,3,5,1,83,78,11,3,15
"1520",1520,1,4,4,4,4,2,5,2,2,2,5,1,1,5,5,5,4,2,4,1,63,50,10,11,15
"1521",1521,1,2,4,2,1,4,5,1,1,4,5,5,1,2,2,5,5,1,5,1,57,61,8,12,13
"1522",1522,5,3,1,4,4,5,5,5,1,5,5,5,4,5,5,5,5,3,5,5,85,100,10,13,8
"1523",1523,5,5,5,5,5,5,5,1,2,4,5,5,5,5,5,1,4,5,5,5,87,101,8,5,15
"1524",1524,4,4,2,3,5,5,5,2,3,5,5,5,2,4,2,5,5,1,5,4,76,90,10,5,13
"1525",1525,2,5,4,1,4,5,4,5,2,5,4,4,4,2,5,4,3,5,5,1,74,65,13,8,12
"1526",1526,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,98,8,3,15
"1527",1527,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,105,14,2,13
"1528",1528,5,1,5,5,5,5,5,4,5,1,5,5,5,5,4,5,5,5,5,1,86,77,12,2,13
"1529",1529,4,3,2,4,4,1,4,1,1,1,4,1,2,4,4,1,4,4,3,1,53,50,13,6,13
"1530",1530,3,2,1,5,1,1,1,5,1,1,3,4,2,5,1,1,5,3,1,1,47,59,7,8,16
"1531",1531,5,2,2,4,5,2,4,5,1,1,5,4,5,4,5,5,5,5,5,2,76,84,14,4,10
"1532",1532,3,5,5,2,5,5,5,5,4,2,3,4,4,5,2,5,3,5,5,2,79,72,7,7,18
"1533",1533,2,2,2,2,2,2,4,2,1,1,3,2,2,3,3,2,2,2,5,3,47,42,12,12,11
"1534",1534,3,4,2,2,5,2,1,5,1,2,5,5,4,3,2,2,4,4,2,1,59,69,11,6,13
"1535",1535,3,4,3,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,2,89,89,10,8,7
"1536",1536,1,4,1,1,1,5,5,2,3,1,1,5,1,4,4,1,2,4,5,5,56,40,12,8,14
"1537",1537,3,4,2,2,5,2,2,3,2,3,2,1,4,3,3,3,2,3,2,1,52,68,11,10,9
"1538",1538,5,4,4,3,5,3,5,3,3,4,5,5,3,5,4,5,3,4,3,3,79,87,13,12,13
"1539",1539,5,2,2,3,4,1,2,2,1,1,5,5,5,5,2,5,1,4,3,5,63,68,13,7,13
"1540",1540,4,4,3,2,5,4,4,5,1,3,5,4,4,4,1,5,4,5,5,1,73,61,12,9,12
"1541",1541,1,3,2,1,2,2,4,2,2,2,3,1,1,3,5,3,5,4,5,1,52,50,11,13,14
"1542",1542,1,2,1,1,2,1,1,2,1,1,4,1,1,2,4,4,3,3,4,1,40,47,14,10,8
"1543",1543,4,4,2,3,5,2,5,5,2,4,5,4,3,5,4,4,5,5,4,4,79,84,11,9,11
"1544",1544,4,4,4,2,4,2,4,4,2,4,4,2,4,4,4,4,4,4,4,2,70,62,13,9,11
"1545",1545,5,1,2,5,5,5,4,5,1,2,5,5,5,5,1,2,5,4,5,5,77,76,13,4,13
"1546",1546,1,1,3,1,1,1,4,4,1,1,3,4,1,4,1,5,3,1,4,1,45,47,10,8,15
"1547",1547,5,5,2,2,5,3,4,1,1,5,5,3,1,5,2,1,5,5,5,4,69,81,14,9,7
"1548",1548,4,2,4,4,3,2,2,2,2,3,4,4,2,5,4,1,4,4,5,4,65,77,4,10,10
"1549",1549,5,4,2,5,5,4,2,5,1,5,4,5,4,4,5,2,3,4,5,3,77,80,11,11,13
"1550",1550,5,5,4,4,4,4,5,5,4,5,5,4,4,5,2,5,5,4,5,4,88,84,14,5,14
"1551",1551,4,5,4,4,4,1,4,5,3,4,5,5,2,3,5,2,4,4,5,4,77,79,9,3,10
"1552",1552,1,4,4,1,2,2,4,4,1,2,4,1,1,1,2,4,5,4,5,1,53,31,10,8,10
"1553",1553,5,5,3,4,4,5,5,1,4,3,5,3,5,4,5,5,5,5,4,1,81,90,12,4,12
"1554",1554,1,2,2,1,1,2,2,1,1,1,5,1,1,5,4,2,3,5,5,1,46,54,14,9,7
"1555",1555,4,5,5,4,4,5,5,4,5,4,5,5,4,4,3,5,5,5,5,3,89,84,9,5,12
"1556",1556,3,1,2,3,4,2,4,2,1,1,5,4,1,4,2,3,5,4,3,1,55,60,13,8,10
"1557",1557,2,2,4,2,5,2,4,4,4,2,4,4,4,2,4,4,2,4,4,2,65,60,11,9,11
"1558",1558,3,3,2,2,2,1,3,5,1,3,1,2,1,4,2,5,5,4,2,1,52,53,10,9,11
"1559",1559,3,5,1,3,3,1,3,2,1,1,4,5,1,4,3,2,1,3,5,5,56,61,13,13,12
"1560",1560,2,2,4,1,4,4,4,1,2,2,4,2,4,2,2,2,3,2,4,2,53,62,10,5,13
"1561",1561,5,3,5,3,4,1,1,4,1,4,5,5,5,2,3,5,4,1,5,3,69,65,13,6,13
"1562",1562,3,4,2,3,4,4,4,1,1,2,4,4,4,3,3,4,4,4,4,1,63,60,8,7,16
"1563",1563,2,1,2,3,4,2,4,2,1,2,4,3,1,2,2,3,2,4,4,2,50,39,14,9,16
