"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"14001",14001,5,5,5,5,3,5,5,5,3,5,5,5,4,5,3,5,1,4,5,3,86,93,9,7,13
"14002",14002,4,1,4,5,4,3,2,4,1,3,5,4,5,4,1,4,5,4,5,1,69,75,13,7,12
"14003",14003,1,2,2,1,4,4,4,4,1,2,5,2,2,1,2,1,2,4,4,4,52,63,6,6,13
"14004",14004,1,5,5,4,5,5,5,4,1,4,2,5,1,4,2,5,5,3,5,1,72,73,7,10,13
"14005",14005,5,4,4,2,5,4,5,2,1,5,2,5,5,2,5,5,5,5,2,3,76,84,13,9,8
"14006",14006,3,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,1,89,97,12,8,10
"14007",14007,5,4,2,2,4,3,4,1,2,5,5,4,5,3,4,5,2,2,1,4,67,73,13,8,12
"14008",14008,5,5,2,1,4,1,5,2,1,1,5,1,5,2,5,1,5,1,1,1,54,50,12,14,16
"14009",14009,4,3,3,3,4,3,4,5,2,4,5,2,5,4,4,5,5,5,5,2,77,82,12,10,6
"14010",14010,4,5,5,3,4,1,2,1,1,1,4,2,5,3,4,4,3,4,5,1,62,59,7,14,10
"14011",14011,1,1,2,1,1,1,1,1,1,1,4,1,1,5,4,2,3,4,5,3,43,48,11,9,11
"14012",14012,4,2,2,1,2,2,4,4,1,4,3,2,1,1,3,2,1,2,4,1,46,49,11,11,17
"14013",14013,1,1,2,4,3,2,2,1,1,1,4,1,1,4,3,1,1,1,1,1,36,37,12,12,9
"14014",14014,2,2,4,2,4,4,4,1,1,1,4,4,4,4,2,2,4,4,3,1,57,48,6,8,9
"14015",14015,3,2,5,5,2,5,5,2,4,4,5,5,2,5,3,5,5,4,5,1,77,70,6,7,10
"14016",14016,5,1,5,5,5,5,5,4,2,5,5,5,2,5,5,5,5,5,5,1,85,81,12,3,8
"14017",14017,5,1,3,5,5,5,5,1,3,3,5,5,3,5,5,1,5,5,5,5,80,90,14,9,16
"14018",14018,5,5,5,2,4,5,5,5,5,5,5,5,1,3,4,5,5,5,5,1,85,92,14,8,10
"14019",14019,3,4,4,4,5,4,5,4,2,4,4,5,4,3,4,4,4,4,5,2,78,66,10,8,12
"14020",14020,2,2,2,3,1,2,1,2,1,1,5,5,2,4,4,3,3,3,1,1,48,54,6,9,7
"14021",14021,1,2,5,4,4,4,4,4,1,2,4,4,4,4,3,5,4,4,5,4,72,55,14,14,9
"14022",14022,1,5,3,1,5,1,5,1,1,5,5,1,5,1,1,5,5,2,5,5,63,64,14,8,7
"14023",14023,2,1,1,1,2,1,1,5,1,1,1,3,2,3,2,1,1,3,5,1,38,39,13,12,9
"14024",14024,1,2,4,2,1,2,4,2,1,1,5,1,1,4,4,2,3,2,4,2,48,44,13,13,19
"14025",14025,2,1,1,2,4,4,1,3,1,5,5,4,1,5,1,5,5,5,5,1,61,67,8,5,8
"14026",14026,3,2,3,2,4,3,5,5,1,3,5,4,2,4,4,4,4,4,4,3,69,60,10,8,15
"14027",14027,1,4,3,2,4,5,4,1,1,2,5,4,1,4,3,5,5,3,3,3,63,71,14,9,12
"14028",14028,5,2,2,2,5,2,5,3,2,4,5,5,5,4,4,5,4,4,2,3,73,70,11,10,12
"14029",14029,1,4,1,5,4,1,1,5,1,1,5,4,2,5,1,5,2,4,5,1,58,54,5,5,15
"14030",14030,1,4,1,5,4,1,1,5,1,1,5,1,1,5,2,5,1,5,5,1,55,40,4,5,14
"14031",14031,2,2,1,2,1,2,4,3,1,1,3,1,1,1,1,2,1,2,3,1,35,32,12,9,11
"14032",14032,4,4,2,1,4,5,5,2,1,2,5,4,4,5,4,4,5,4,5,4,74,77,14,13,12
"14033",14033,4,4,4,5,5,5,5,5,2,4,5,4,4,5,4,5,2,5,5,3,85,84,3,8,14
"14034",14034,3,4,3,4,3,3,5,3,2,2,4,4,3,4,3,4,2,3,5,1,65,76,7,7,6
"14035",14035,3,4,3,3,4,4,5,4,2,5,5,4,4,5,4,2,5,2,5,2,75,90,12,11,8
"14036",14036,4,3,4,3,4,3,3,3,3,3,4,3,4,3,4,5,3,4,5,3,71,70,10,11,14
"14037",14037,3,2,2,2,3,1,1,4,1,2,3,4,2,3,2,5,1,4,5,1,51,46,8,11,10
"14038",14038,5,5,5,5,3,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,94,88,10,8,11
"14039",14039,2,5,5,3,2,5,5,4,1,4,5,4,1,4,4,1,4,4,5,1,69,61,12,8,13
"14040",14040,1,4,4,4,2,5,5,4,2,4,4,4,1,4,5,2,4,4,5,1,69,69,12,9,13
"14041",14041,5,3,5,5,5,5,5,5,3,3,5,5,1,4,4,5,4,4,5,1,82,75,14,5,12
"14042",14042,4,3,4,3,3,3,5,5,4,4,5,4,4,5,2,2,5,3,5,4,77,69,14,10,17
"14043",14043,4,2,5,3,4,3,5,3,3,2,3,1,1,4,3,3,4,4,5,5,67,82,10,9,14
"14044",14044,2,2,2,2,2,2,4,2,1,2,3,3,1,3,1,1,2,2,3,2,42,41,9,11,10
"14045",14045,4,5,2,4,4,4,4,2,2,1,5,2,2,3,2,5,2,2,5,2,62,57,12,12,11
"14046",14046,4,4,2,1,1,2,4,1,1,2,4,4,2,4,3,4,4,4,1,3,55,59,12,14,8
"14047",14047,2,2,2,4,4,2,4,2,1,2,2,2,1,4,1,1,4,2,2,1,45,53,7,6,7
"14048",14048,5,4,1,2,5,2,4,1,1,4,5,5,1,2,5,5,2,4,5,1,64,67,11,5,19
"14049",14049,5,4,4,5,5,4,4,3,5,4,4,5,4,5,5,4,4,5,5,3,87,91,10,4,9
"14050",14050,4,2,4,2,5,5,5,5,4,4,5,4,2,5,4,5,5,5,5,2,82,72,10,4,12
"14051",14051,2,1,2,4,5,1,1,1,1,1,5,2,1,5,1,5,5,2,5,1,51,54,9,10,11
"14052",14052,2,1,3,4,2,4,4,4,1,3,5,5,1,2,4,4,2,4,5,1,61,57,12,9,11
"14053",14053,2,4,2,2,5,2,3,2,1,1,3,3,4,2,4,1,2,4,5,2,54,44,9,8,11
"14054",14054,5,5,5,3,4,5,5,4,3,5,5,5,4,4,5,5,5,4,3,2,86,80,14,11,4
"14055",14055,3,4,1,1,2,2,5,1,1,2,5,4,4,4,5,1,4,5,1,1,56,68,9,10,9
"14056",14056,5,4,5,5,5,5,5,4,2,2,5,5,2,5,4,1,5,5,5,1,80,83,13,12,16
"14057",14057,2,3,5,4,5,5,5,1,2,1,5,4,2,5,1,5,2,1,5,4,67,50,13,9,15
"14058",14058,5,5,3,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,1,92,117,5,4,11
"14059",14059,5,5,1,4,4,1,1,2,2,4,5,4,5,5,4,4,4,4,1,5,70,72,12,8,12
"14060",14060,1,3,4,3,4,2,4,5,3,1,4,4,1,2,4,1,5,2,5,5,63,69,11,14,13
"14061",14061,4,1,5,4,5,2,5,4,2,5,5,4,4,4,4,5,1,5,5,2,76,73,14,2,17
"14062",14062,4,2,3,2,2,1,4,2,1,1,5,5,2,3,2,3,5,3,3,3,56,49,11,8,13
"14063",14063,1,1,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,4,1,28,24,14,13,9
"14064",14064,4,2,1,4,4,1,4,5,1,1,4,5,5,4,1,4,1,4,5,4,64,67,12,6,9
"14065",14065,2,2,2,2,3,2,4,4,2,2,5,2,2,3,4,3,4,2,4,1,55,54,10,9,15
"14066",14066,5,4,1,1,5,2,4,2,1,2,5,2,2,4,4,2,4,4,2,1,57,71,12,13,10
"14067",14067,2,2,4,5,5,2,4,1,1,3,4,5,1,5,1,5,5,1,1,1,58,63,14,10,14
