"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"3001",3001,4,5,5,5,2,5,5,3,4,5,5,5,5,4,3,5,5,5,5,1,86,79,5,7,15
"3002",3002,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,3,1,91,109,14,5,10
"3003",3003,5,4,5,3,3,3,5,3,2,5,5,5,3,5,3,5,1,2,5,4,76,63,11,3,12
"3004",3004,1,4,4,2,4,1,5,2,1,4,2,1,1,4,4,5,4,3,5,4,61,66,9,5,8
"3005",3005,5,5,4,2,5,5,5,1,4,4,5,4,5,5,5,5,5,5,5,5,89,72,8,6,13
"3006",3006,4,1,2,2,5,2,4,5,1,5,4,5,4,5,4,5,4,1,3,5,71,59,10,13,9
"3007",3007,3,2,2,3,1,2,3,1,1,1,3,2,1,3,4,2,3,1,5,1,44,47,14,10,14
"3008",3008,5,4,5,4,4,5,5,5,4,5,5,2,3,5,5,5,2,5,5,4,87,72,11,9,15
"3009",3009,5,4,2,5,5,5,5,2,5,5,5,5,4,5,3,5,5,3,5,2,85,88,11,5,15
"3010",3010,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,3,93,84,11,7,10
"3011",3011,4,2,2,1,4,4,1,5,3,2,2,5,5,5,5,5,5,4,5,1,70,75,6,9,17
"3012",3012,5,5,4,5,5,5,3,5,3,4,3,5,5,4,4,4,5,2,4,1,81,74,7,5,12
"3013",3013,5,5,3,5,5,4,5,1,5,4,5,5,5,5,5,5,5,5,5,4,91,91,12,10,6
"3014",3014,3,1,2,2,1,1,2,1,1,1,5,2,1,2,1,1,3,1,5,1,37,33,12,9,10
"3015",3015,5,5,5,5,5,4,3,4,3,3,5,5,5,5,3,5,3,5,5,4,87,77,10,6,14
"3016",3016,5,4,5,2,2,4,4,2,4,2,5,5,4,5,3,4,2,4,5,3,74,62,12,10,18
"3017",3017,4,5,2,4,4,3,4,5,1,5,4,3,2,4,5,2,2,4,4,2,69,69,12,8,12
"3018",3018,2,2,4,2,4,4,4,2,2,2,3,2,2,4,4,2,2,2,2,2,53,36,8,13,12
"3019",3019,5,1,3,5,5,3,3,5,1,1,5,5,3,5,5,5,5,2,5,5,77,83,9,7,13
"3020",3020,5,4,5,4,5,4,3,4,2,3,4,4,4,3,3,4,5,5,3,4,78,79,14,13,11
"3021",3021,4,4,4,5,4,4,5,4,3,3,5,5,4,5,3,5,4,4,5,3,83,82,9,8,6
"3022",3022,2,2,2,2,1,2,2,1,1,2,4,1,4,4,3,2,4,2,5,1,47,63,13,8,12
"3023",3023,4,2,1,3,3,1,1,4,1,1,2,2,4,2,3,1,5,4,1,1,46,49,11,8,13
"3024",3024,5,1,2,2,5,5,5,5,5,4,4,5,1,5,5,5,3,5,5,3,80,70,14,10,15
"3025",3025,2,2,2,5,5,2,4,5,1,1,4,5,1,5,5,5,5,5,5,1,70,84,13,7,9
"3026",3026,5,4,4,3,4,4,5,4,3,4,4,5,4,3,4,2,4,5,5,2,78,82,12,14,11
"3027",3027,5,2,3,5,5,5,5,5,3,1,5,5,5,5,5,5,2,1,5,1,78,59,13,5,13
"3028",3028,3,4,3,1,4,3,4,5,1,4,5,4,2,5,5,5,3,3,5,3,72,80,13,7,13
"3029",3029,4,1,5,3,3,2,4,1,2,2,4,1,5,3,5,2,2,2,5,5,61,70,11,9,10
"3030",3030,5,5,2,2,4,1,4,3,2,5,3,5,4,5,3,2,5,5,5,3,73,79,13,6,14
