"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"501",501,5,5,4,4,5,3,4,5,4,4,5,5,5,5,3,5,5,5,5,3,89,79,12,4,14
"502",502,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,97,105,8,3,17
"503",503,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,96,93,14,14,9
"504",504,2,1,1,5,5,2,4,1,1,5,4,4,4,5,4,5,3,1,2,1,60,57,9,4,6
"505",505,5,5,1,1,5,3,1,4,1,1,3,1,5,1,4,1,1,3,3,1,50,52,12,10,14
"506",506,5,5,3,1,5,3,3,5,1,1,3,5,5,1,5,1,5,5,3,1,66,47,12,8,12
"507",507,4,4,5,2,4,1,4,2,2,1,3,4,3,1,5,2,1,4,1,4,57,61,10,9,11
"508",508,4,4,3,2,5,3,1,5,1,1,3,1,5,1,3,1,5,5,1,3,57,68,14,12,9
"509",509,1,1,1,1,5,2,2,1,1,1,5,1,1,2,1,5,3,1,4,1,40,42,14,11,10
"510",510,5,4,2,1,5,2,2,5,1,1,5,1,5,1,5,1,5,5,3,3,62,51,14,9,7
"511",511,4,5,2,3,4,2,3,2,1,2,4,2,4,3,3,2,3,3,3,2,57,55,9,10,15
"512",512,4,2,2,2,5,3,1,5,2,1,4,5,4,1,4,4,2,4,5,4,64,60,14,10,15
"513",513,1,1,2,3,5,2,4,4,1,2,5,3,1,5,2,2,2,1,5,1,52,45,12,9,12
"514",514,1,1,1,5,4,1,2,1,1,1,5,3,5,3,1,2,4,1,5,5,52,43,9,8,17
"515",515,5,5,1,2,4,1,2,4,1,1,2,5,5,3,5,1,1,5,5,5,63,66,9,13,10
"516",516,5,3,1,1,3,1,4,1,1,2,5,1,5,1,1,1,3,3,1,1,44,38,14,11,11
"517",517,2,4,1,4,4,5,5,2,1,2,5,5,2,4,5,2,5,2,5,1,66,70,12,11,17
"518",518,5,5,1,1,4,1,1,5,1,2,1,4,5,1,5,1,1,5,4,3,56,61,7,8,17
"519",519,4,2,5,4,5,5,4,2,3,2,4,4,5,5,2,2,4,5,5,4,76,57,13,7,10
"520",520,5,1,5,3,3,5,5,1,4,1,5,5,5,3,3,1,5,4,5,5,74,78,11,5,13
"521",521,5,1,2,4,4,4,1,4,1,1,2,4,2,4,5,1,4,3,4,4,60,47,12,10,16
"522",522,5,4,3,5,5,5,5,4,3,5,5,5,4,5,4,5,5,1,5,5,88,86,13,4,7
"523",523,2,4,5,2,3,5,5,4,1,3,4,2,1,3,3,4,3,4,2,2,62,52,10,9,12
"524",524,4,4,3,3,5,5,5,1,1,1,5,4,3,2,5,5,5,4,5,1,71,76,14,8,13
"525",525,1,1,2,4,4,2,4,2,2,4,5,1,2,4,4,2,4,4,5,2,59,69,5,13,13
"526",526,1,1,3,4,2,3,4,1,1,1,5,4,1,1,2,4,5,5,5,5,58,59,10,12,12
"527",527,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,92,103,14,2,8
"528",528,5,4,5,2,2,4,4,1,1,2,5,2,1,2,4,3,1,5,5,1,59,51,14,8,8
"529",529,2,5,4,4,2,4,5,4,2,2,5,5,2,5,4,4,4,4,5,3,75,73,12,7,7
"530",530,5,2,1,1,5,2,3,5,1,1,2,5,4,1,3,4,3,2,2,1,53,55,14,8,17
"531",531,1,3,5,3,4,5,5,5,4,3,5,5,2,5,2,5,5,5,5,1,78,89,12,5,13
"532",532,4,3,4,4,4,4,3,3,3,4,4,2,5,4,3,3,1,5,5,1,69,70,10,7,10
"533",533,5,4,5,5,5,2,5,3,1,4,5,5,2,4,4,4,4,5,5,1,78,83,12,4,7
"534",534,2,4,4,3,3,5,5,5,5,4,5,4,1,5,4,5,4,5,5,2,80,71,12,5,13
"535",535,3,2,1,3,4,3,3,2,1,2,2,2,2,2,3,2,4,4,3,2,50,56,12,9,13
"536",536,4,5,5,5,5,5,5,1,4,5,5,5,3,5,4,4,4,5,4,1,84,68,13,6,14
"537",537,1,2,2,1,4,1,2,1,2,1,4,4,2,1,4,1,1,2,5,4,45,40,11,9,9
"538",538,5,5,3,5,5,3,4,2,5,4,5,3,3,5,4,4,3,4,3,3,78,71,9,8,18
"539",539,5,5,2,5,5,2,4,5,2,3,5,5,5,3,4,4,4,4,5,4,81,79,10,5,12
"540",540,2,4,3,4,3,2,4,2,2,4,4,4,5,3,3,5,4,2,5,2,67,75,13,11,8
"541",541,1,2,2,4,3,1,1,2,1,1,3,4,1,3,2,1,1,4,3,1,41,37,3,12,9
"542",542,1,1,1,1,4,1,4,3,1,1,3,1,1,4,4,1,5,3,4,3,47,51,11,5,12
"543",543,1,1,5,3,4,5,5,1,1,4,1,4,1,5,2,5,1,1,5,5,60,64,8,10,8
"544",544,1,4,4,1,2,2,4,1,2,2,4,4,1,4,4,2,3,2,5,1,53,49,12,13,6
"545",545,4,4,2,4,3,4,3,1,3,3,4,4,1,3,2,2,5,3,3,1,59,69,11,9,11
"546",546,4,4,2,4,5,4,5,3,2,4,5,4,1,5,4,4,4,1,5,1,71,88,12,7,8
"547",547,1,4,1,2,3,2,5,1,1,2,5,4,3,4,3,5,4,4,4,3,61,54,8,7,11
"548",548,1,1,1,3,4,2,1,1,1,1,5,4,1,3,3,1,5,5,5,1,49,46,9,8,18
"549",549,5,5,4,5,3,5,4,4,3,3,5,4,3,4,3,4,5,4,5,2,80,82,10,6,13
"550",550,2,3,4,1,2,5,4,2,1,3,4,2,1,1,1,4,4,4,4,1,53,55,11,13,11
"551",551,2,4,1,2,1,3,5,1,2,2,3,1,2,3,4,5,5,1,5,1,53,57,4,9,8
"552",552,1,1,4,1,2,2,4,1,1,1,4,2,1,3,4,1,2,2,5,1,43,42,8,8,17
"553",553,3,5,5,5,5,1,4,1,1,1,4,1,1,5,1,5,1,5,5,1,60,72,12,7,13
"554",554,5,5,1,2,5,5,5,5,5,2,3,5,5,2,5,5,5,5,5,5,85,93,8,7,14
"555",555,4,4,3,3,3,3,4,4,3,3,5,5,4,4,3,4,4,2,4,4,73,70,12,12,15
"556",556,1,3,4,1,4,4,3,1,1,2,5,2,2,2,3,4,5,4,5,1,57,52,14,12,11
"557",557,5,4,3,2,5,5,5,4,2,4,5,5,4,5,4,3,1,4,5,4,79,74,14,12,10
