"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"11001",11001,4,5,3,3,4,4,4,5,3,1,4,5,3,5,5,2,4,4,4,4,76,84,11,7,7
"11002",11002,4,4,5,2,4,2,4,1,2,5,5,5,1,5,4,4,1,5,5,1,69,70,14,6,12
"11003",11003,2,1,5,4,5,1,1,2,1,2,4,3,5,5,1,4,5,4,4,5,64,61,9,9,13
"11004",11004,1,1,3,1,3,3,3,1,1,2,3,4,1,5,3,5,3,4,5,1,53,62,11,6,10
"11005",11005,1,1,3,1,1,1,2,2,1,1,4,1,1,4,1,1,2,3,5,1,37,27,3,6,15
"11006",11006,4,4,4,4,3,1,3,1,1,4,5,5,2,5,4,4,5,3,4,1,67,78,12,8,12
"11007",11007,1,1,2,1,1,2,2,1,1,1,1,1,1,3,1,5,1,1,3,1,31,25,10,11,12
"11008",11008,3,4,4,2,4,4,5,2,4,4,5,3,3,4,4,4,4,5,5,4,77,66,12,4,17
"11009",11009,3,2,4,1,4,2,1,2,1,3,4,3,2,2,3,2,5,2,1,3,50,44,12,6,12
"11010",11010,5,5,4,5,5,4,1,5,4,4,5,5,5,5,4,1,1,5,5,5,83,91,14,3,9
"11011",11011,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,14,2,10
"11012",11012,1,2,4,1,4,4,4,4,3,4,4,4,1,3,4,3,5,4,5,3,67,82,14,6,12
"11013",11013,3,1,1,4,4,2,3,5,1,1,5,4,1,4,5,5,5,3,5,4,66,72,12,8,13
"11014",11014,2,1,3,5,5,5,5,2,2,3,4,5,5,4,1,4,5,2,5,4,72,70,8,2,12
"11015",11015,5,5,5,1,3,5,5,1,5,1,5,5,5,5,3,5,1,5,5,3,78,81,14,4,16
"11016",11016,3,2,4,4,4,4,4,4,2,3,5,4,4,5,5,5,4,4,5,1,76,67,12,12,15
"11017",11017,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,94,86,8,9,13
"11018",11018,5,3,5,5,5,1,5,5,5,1,5,5,3,5,5,5,5,5,5,3,86,92,7,5,18
"11019",11019,2,5,4,3,5,4,4,1,4,2,4,4,1,2,5,1,4,5,5,3,68,52,14,14,19
"11020",11020,5,1,4,5,5,5,4,5,4,2,5,5,1,5,5,5,1,5,5,5,82,94,9,6,12
"11021",11021,3,1,2,4,5,2,2,5,2,5,5,5,1,5,4,1,3,5,4,4,68,63,9,7,13
"11022",11022,4,5,1,3,4,3,4,4,1,4,4,4,4,3,4,4,4,2,5,4,71,82,14,6,10
"11023",11023,2,5,1,1,1,1,1,2,1,2,1,4,4,5,4,1,3,4,3,4,50,44,12,10,13
"11024",11024,5,4,3,2,4,4,3,4,3,3,5,4,4,4,4,4,1,4,4,3,72,77,9,8,15
"11025",11025,4,1,1,2,4,1,3,2,1,1,2,5,3,5,4,2,3,4,4,5,57,57,10,14,7
"11026",11026,5,3,3,3,5,3,2,4,1,2,2,2,4,3,3,2,4,3,4,2,60,69,9,13,12
"11027",11027,1,3,3,1,2,1,5,1,1,1,5,4,1,5,4,3,5,5,5,1,57,67,13,13,11
"11028",11028,1,1,1,5,5,4,2,1,1,1,4,5,5,3,1,4,5,2,5,4,60,76,8,8,13
"11029",11029,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,3,5,3,92,87,11,8,14
"11030",11030,5,4,3,2,5,3,3,3,1,2,3,2,4,3,3,2,3,4,3,2,60,70,12,13,11
"11031",11031,3,3,2,2,5,2,3,4,2,2,4,5,2,3,4,4,3,4,4,4,65,75,8,12,8
"11032",11032,5,5,5,5,5,4,4,2,3,5,5,5,4,5,5,5,1,5,5,3,86,84,14,7,16
"11033",11033,5,5,1,2,5,4,5,4,1,4,5,5,2,5,4,5,5,4,4,4,79,61,14,9,16
"11034",11034,3,3,3,4,5,1,1,3,1,3,2,2,3,2,3,4,3,2,5,5,58,73,8,11,12
"11035",11035,4,3,4,3,4,1,1,4,2,2,5,5,3,5,4,4,3,4,4,3,68,67,12,13,12
"11036",11036,5,5,3,4,5,5,5,5,4,4,4,4,4,3,4,3,2,5,3,3,80,95,13,8,14
"11037",11037,5,5,5,2,5,5,5,4,1,5,4,5,5,4,4,5,2,5,5,1,82,83,12,11,15
"11038",11038,5,5,5,5,5,2,4,4,5,2,5,5,5,5,5,5,5,5,5,1,88,95,13,7,6
"11039",11039,1,1,4,3,1,1,1,1,1,1,5,5,1,4,3,1,5,1,4,1,45,45,13,10,14
"11040",11040,4,5,4,3,4,4,4,4,3,4,5,5,4,5,4,4,4,5,4,2,81,95,12,12,14
"11041",11041,4,4,5,2,5,4,5,1,4,3,5,4,4,5,2,5,5,3,5,1,76,90,8,4,10
"11042",11042,3,4,4,3,3,4,4,5,1,4,4,3,4,2,5,4,2,4,3,2,68,73,14,11,10
"11043",11043,5,4,5,5,5,5,5,3,4,5,5,5,4,3,2,5,4,5,5,1,85,80,12,6,16
"11044",11044,4,3,4,3,3,5,5,4,1,2,2,4,3,3,4,2,3,2,1,3,61,47,13,11,8
"11045",11045,2,5,5,4,4,4,5,5,5,4,5,5,2,1,5,4,1,5,5,1,77,92,13,10,10
"11046",11046,1,1,4,2,5,1,2,1,1,5,5,1,1,5,5,4,1,1,5,3,54,48,9,3,10
"11047",11047,4,2,5,1,4,4,4,2,2,3,3,5,4,5,3,1,3,4,5,3,67,63,12,7,7
"11048",11048,4,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,4,93,102,14,9,11
"11049",11049,5,4,3,2,4,5,5,3,5,5,5,4,4,4,3,3,4,4,5,3,80,72,12,8,9
"11050",11050,1,5,4,5,4,4,5,4,4,2,4,2,4,3,4,5,2,1,5,4,72,71,8,4,14
"11051",11051,5,3,4,4,4,4,3,5,1,5,5,1,4,5,5,4,5,3,5,3,78,81,8,14,11
"11052",11052,5,4,5,5,5,2,2,5,4,4,5,5,3,5,4,5,5,4,5,4,86,72,10,10,12
"11053",11053,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,4,5,5,4,3,92,85,11,2,10
"11054",11054,1,3,4,2,5,4,4,3,1,2,5,5,4,5,2,4,5,2,5,5,71,64,10,13,14
"11055",11055,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,3,92,99,11,5,14
"11056",11056,5,2,2,3,5,2,4,2,1,4,4,4,4,2,5,3,4,4,5,1,66,72,12,13,8
"11057",11057,4,4,4,4,4,1,4,1,1,3,5,5,2,5,5,5,5,5,1,1,69,76,11,9,16
"11058",11058,4,5,5,4,5,5,5,3,4,4,5,5,4,5,5,5,5,3,5,5,91,89,12,7,8
"11059",11059,3,5,1,2,5,1,2,4,1,3,4,5,5,2,3,1,4,3,5,2,61,65,12,9,12
"11060",11060,5,5,1,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,2,90,85,11,8,14
"11061",11061,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,96,104,11,5,15
"11062",11062,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,7,8,13,13
"11063",11063,4,5,3,4,3,4,3,3,2,2,5,4,1,2,3,3,2,2,2,1,58,69,6,9,12
"11064",11064,1,1,1,1,1,1,2,1,1,1,4,1,1,4,1,2,2,3,4,1,34,38,13,9,17
"11065",11065,5,1,2,5,4,4,4,4,1,1,5,5,1,5,1,5,5,2,5,1,66,66,13,5,8
"11066",11066,2,4,2,2,2,2,2,2,2,1,3,2,1,4,4,4,4,3,5,1,52,46,12,8,8
"11067",11067,5,5,4,5,4,4,4,4,4,3,4,5,5,5,5,5,5,3,5,2,86,91,11,8,10
"11068",11068,2,5,4,4,4,5,5,2,1,1,5,4,1,4,1,5,4,4,5,2,68,80,12,8,15
"11069",11069,5,5,4,3,5,5,5,5,5,5,5,4,5,3,5,5,4,5,5,5,93,92,14,5,19
"11070",11070,5,5,5,2,5,3,5,4,1,5,5,5,1,4,5,1,3,3,1,5,73,69,6,11,16
"11071",11071,4,3,5,3,4,3,5,3,3,1,4,4,4,2,4,5,3,5,5,3,73,78,9,8,8
"11072",11072,5,5,5,5,4,4,5,2,2,4,5,4,4,5,3,5,4,5,3,4,83,94,12,7,13
"11073",11073,1,2,5,5,4,5,5,2,2,1,5,1,1,5,1,5,5,5,5,3,68,52,14,12,11
"11074",11074,1,1,5,4,4,4,5,1,1,4,5,5,1,5,1,4,1,4,5,3,64,63,4,8,10
"11075",11075,3,5,1,3,3,1,1,5,1,2,5,5,5,4,1,1,5,5,4,2,62,59,9,9,13
"11076",11076,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,1,5,5,1,5,72,75,14,14,10
"11077",11077,2,2,1,4,4,2,4,1,1,3,4,3,1,5,1,2,4,1,5,1,51,50,13,12,14
"11078",11078,4,4,5,1,5,2,4,4,3,4,2,4,1,4,4,5,5,5,5,2,73,68,12,10,11
"11079",11079,1,1,3,2,4,1,5,3,1,1,1,1,1,3,1,4,3,2,1,1,40,45,9,13,6
"11080",11080,2,2,4,2,2,4,4,4,2,4,4,4,4,3,2,4,4,4,5,2,66,57,9,8,12
"11081",11081,2,1,3,3,5,2,2,4,2,1,5,2,4,4,1,2,1,4,5,5,58,59,13,7,12
"11082",11082,1,2,4,2,2,5,5,2,1,1,3,1,2,4,2,5,2,3,4,1,52,63,14,10,18
"11083",11083,4,4,3,2,5,2,5,4,2,3,2,5,3,3,3,5,5,4,5,1,70,61,10,5,11
"11084",11084,3,5,4,4,5,2,5,5,1,2,2,5,1,5,1,2,3,5,5,2,67,64,12,8,12
"11085",11085,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,29,14,13,12
"11086",11086,5,2,5,5,5,5,5,1,2,4,5,5,4,5,3,5,5,5,5,4,85,95,14,7,7
"11087",11087,5,4,4,3,4,5,5,4,2,5,5,5,3,4,5,2,5,3,5,1,79,75,13,6,7
"11088",11088,5,1,1,1,5,1,1,5,1,1,5,5,4,5,5,2,5,5,5,1,64,64,14,10,13
"11089",11089,4,5,5,1,2,5,5,1,1,4,5,4,2,3,1,5,5,4,5,1,68,71,14,12,15
"11090",11090,5,5,4,3,5,5,5,5,3,5,5,4,5,5,5,4,5,5,5,3,91,92,8,8,14
"11091",11091,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,94,76,5,2,11
"11092",11092,2,4,1,3,3,2,1,5,1,1,3,4,1,4,2,4,4,2,2,2,51,42,4,5,14
"11093",11093,2,4,3,3,5,2,3,4,1,3,2,5,5,4,5,1,3,5,4,1,65,62,10,6,10
"11094",11094,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,95,93,14,2,11
"11095",11095,4,3,3,1,2,2,3,4,1,2,5,1,3,5,2,2,4,5,5,1,58,64,14,10,8
"11096",11096,1,2,1,1,1,4,5,2,1,1,5,2,1,2,3,1,2,2,5,1,43,42,14,8,13
"11097",11097,1,3,3,4,3,2,5,1,1,1,4,1,4,5,2,5,5,3,5,1,59,67,8,8,16
"11098",11098,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,97,90,12,8,12
"11099",11099,5,5,1,1,5,5,1,5,1,1,5,5,5,1,5,1,1,5,5,5,68,80,14,8,11
"11100",11100,3,4,3,3,1,4,4,1,1,3,5,1,1,5,1,5,3,2,4,1,55,51,9,10,14
"11101",11101,4,5,4,5,4,5,5,2,4,5,5,5,4,5,5,5,5,5,5,2,89,92,9,11,14
"11102",11102,2,5,3,2,4,4,4,2,2,3,5,5,4,4,4,3,5,5,5,4,75,75,3,9,8
"11103",11103,5,5,1,2,5,2,4,5,1,1,2,4,4,2,5,1,5,5,4,3,66,45,11,5,10
"11104",11104,4,3,3,2,4,3,4,2,2,4,4,5,3,3,4,4,3,3,4,2,66,61,12,9,9
"11105",11105,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,98,109,6,7,15
"11106",11106,1,2,4,1,4,3,4,1,1,2,5,2,1,1,1,1,3,1,5,1,44,34,10,11,19
"11107",11107,4,2,2,3,5,4,5,2,4,2,5,5,1,4,5,1,5,5,5,2,71,69,13,3,14
"11108",11108,5,5,4,5,4,4,5,5,5,5,5,5,2,5,5,4,4,5,5,3,90,96,9,8,12
"11109",11109,5,4,5,4,3,5,5,5,3,5,5,4,1,4,4,5,5,5,5,2,84,81,10,6,9
"11110",11110,5,5,4,5,4,5,5,4,5,3,5,5,5,4,1,5,1,1,5,4,81,79,14,8,14
"11111",11111,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,3,5,4,5,5,94,88,13,8,13
"11112",11112,4,4,3,1,1,4,5,1,1,5,5,1,2,5,3,1,5,5,5,2,63,58,14,12,16
"11113",11113,3,4,4,3,4,4,5,4,2,4,4,3,1,4,5,5,5,2,3,1,70,68,10,6,11
"11114",11114,1,1,2,1,3,2,2,2,1,1,4,4,1,4,1,4,1,3,5,1,44,39,10,9,6
"11115",11115,5,2,2,1,4,3,2,5,2,1,2,5,1,1,4,2,1,2,4,1,50,50,12,10,15
"11116",11116,2,4,2,2,3,2,2,4,2,4,5,2,2,4,5,2,4,4,4,1,60,53,11,5,13
"11117",11117,3,4,5,4,4,4,4,5,3,3,5,4,4,4,4,5,5,4,5,4,83,78,7,4,11
"11118",11118,3,2,4,4,4,4,4,2,2,2,4,4,1,5,4,3,3,2,3,3,63,79,10,7,12
"11119",11119,5,5,1,5,5,5,5,3,3,5,5,5,4,5,5,5,1,5,5,5,87,72,14,8,13
"11120",11120,2,4,2,1,2,2,4,1,2,3,4,1,2,4,3,5,2,2,5,1,52,50,12,10,16
"11121",11121,5,5,1,1,5,1,3,5,1,1,3,3,5,4,5,1,3,4,5,1,62,69,11,8,12
"11122",11122,1,2,2,3,3,2,4,1,1,1,5,4,1,4,3,2,2,1,2,2,46,55,13,10,11
"11123",11123,2,4,2,2,3,3,4,5,2,2,4,2,5,5,4,2,2,2,1,5,61,71,11,10,14
"11124",11124,4,5,3,5,5,3,4,5,2,5,5,5,5,5,5,5,5,5,5,5,91,93,13,8,14
"11125",11125,1,3,5,2,2,4,4,2,1,1,3,2,4,3,2,5,5,2,5,1,57,66,10,10,8
"11126",11126,2,4,4,5,4,5,5,1,1,2,2,5,5,5,5,5,5,4,5,1,75,75,13,3,17
"11127",11127,2,1,1,2,1,2,3,1,1,2,4,1,1,3,3,3,1,2,1,3,38,42,13,8,6
"11128",11128,1,4,5,1,4,5,5,1,2,2,3,2,1,2,2,2,4,2,3,1,52,40,12,11,8
"11129",11129,5,2,2,4,4,5,4,4,1,3,2,4,1,5,4,2,4,4,5,1,66,62,12,11,14
"11130",11130,5,4,4,4,4,5,5,1,2,3,5,2,5,5,5,5,1,5,5,1,76,78,13,9,8
"11131",11131,3,3,4,1,5,4,5,4,4,3,5,4,1,4,4,3,5,4,5,2,73,60,11,9,8
"11132",11132,5,5,5,5,5,5,5,4,2,5,5,2,4,5,5,5,1,5,5,1,84,78,14,12,13
"11133",11133,4,5,5,4,4,4,5,4,4,4,5,4,3,5,5,4,5,5,5,2,86,80,12,6,11
"11134",11134,3,3,2,3,4,3,3,5,1,1,4,5,1,3,1,4,3,2,4,3,58,38,11,9,11
"11135",11135,1,1,4,2,5,3,5,1,2,1,5,4,3,5,4,5,3,4,5,2,65,68,13,9,10
"11136",11136,5,5,5,4,5,3,1,2,5,5,5,5,4,5,5,2,4,2,5,4,81,101,10,4,11
"11137",11137,5,4,1,4,3,5,3,5,1,3,3,4,5,4,1,4,1,5,1,1,63,73,12,9,14
"11138",11138,2,3,4,3,4,2,2,2,1,2,5,2,2,4,3,2,3,1,4,1,52,70,11,9,14
"11139",11139,5,5,5,5,5,3,5,5,3,5,5,5,5,5,4,1,5,4,3,5,88,90,12,8,11
"11140",11140,1,5,3,4,5,3,5,4,1,1,4,5,2,4,3,1,4,3,5,3,66,57,14,9,13
"11141",11141,3,3,4,5,4,3,5,4,3,3,3,4,1,5,1,4,1,3,1,3,63,74,12,8,10
"11142",11142,4,4,5,2,4,4,4,5,3,4,5,5,3,5,5,4,5,4,4,2,81,85,11,7,15
"11143",11143,4,4,3,3,4,5,3,5,3,4,4,4,4,4,4,4,5,4,5,4,80,77,13,4,13
"11144",11144,1,3,3,1,2,4,4,1,1,2,5,1,1,2,1,4,5,2,5,3,51,60,6,12,17
"11145",11145,1,3,2,1,2,2,4,1,1,2,4,1,1,2,3,2,3,4,2,1,42,43,8,10,10
"11146",11146,4,4,2,4,4,4,4,1,2,5,3,3,2,3,5,1,5,3,4,1,64,72,12,5,12
"11147",11147,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,96,68,9,8,8
"11148",11148,4,5,3,4,5,4,5,4,5,5,5,5,4,4,5,5,2,4,5,4,87,88,11,2,12
"11149",11149,1,1,1,1,2,2,2,1,1,1,1,1,1,2,3,2,2,3,3,1,32,43,12,10,12
"11150",11150,5,5,3,2,3,2,4,3,4,4,4,1,2,5,4,1,2,4,5,2,65,68,13,7,12
"11151",11151,4,1,5,1,5,5,5,1,3,5,5,1,3,2,5,5,4,4,3,3,70,80,14,12,12
"11152",11152,4,4,2,3,4,3,5,2,2,4,2,5,3,2,4,5,3,2,5,1,65,69,13,4,13
"11153",11153,5,5,5,3,4,5,5,3,4,3,5,5,5,4,5,3,5,5,4,4,87,72,13,7,10
"11154",11154,5,4,5,5,4,5,5,5,3,2,4,5,3,5,4,5,2,4,5,3,83,72,13,10,10
"11155",11155,5,5,1,2,3,3,2,5,3,5,3,5,4,5,5,2,5,4,1,5,73,70,13,8,9
"11156",11156,3,5,2,5,5,2,4,4,3,2,5,5,5,4,4,5,3,4,5,2,77,96,11,10,13
"11157",11157,2,1,5,3,1,5,5,1,2,1,3,1,1,5,3,5,5,5,5,1,60,63,14,9,12
"11158",11158,2,3,2,2,2,2,2,3,1,3,5,3,1,2,3,3,2,2,1,1,45,55,8,10,9
"11159",11159,3,5,4,5,5,5,5,4,4,1,5,5,5,5,4,4,1,5,1,3,79,78,12,4,7
"11160",11160,4,2,2,2,5,4,5,4,1,3,5,4,2,3,2,4,4,4,5,2,67,60,14,9,11
"11161",11161,5,4,5,5,4,4,5,4,2,3,5,5,2,3,5,4,4,5,5,1,80,90,13,7,10
"11162",11162,4,4,5,4,5,5,5,2,4,5,3,5,4,3,5,5,5,5,3,5,86,81,12,7,10
"11163",11163,4,2,4,3,3,4,4,3,3,4,4,4,2,3,4,4,4,4,4,3,70,69,12,10,11
"11164",11164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,92,85,14,8,9
"11165",11165,1,1,1,3,4,1,4,4,1,1,1,4,1,5,1,1,3,3,5,3,48,61,13,7,10
"11166",11166,5,4,5,4,5,5,4,3,5,4,5,5,2,5,4,5,5,5,5,3,88,80,14,6,12
"11167",11167,4,5,5,5,5,4,4,5,2,4,1,4,1,2,5,5,1,5,1,5,73,78,12,7,7
"11168",11168,5,5,3,5,5,3,4,5,3,2,5,3,5,5,3,3,5,5,5,1,80,82,7,8,8
"11169",11169,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,99,101,8,9,14
"11170",11170,4,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,92,99,7,4,5
"11171",11171,2,2,2,5,5,2,4,3,1,2,4,5,5,4,4,1,2,4,5,4,66,72,13,9,14
"11172",11172,1,2,5,3,4,5,5,4,4,5,5,2,5,5,4,4,3,5,5,2,78,80,14,6,9
"11173",11173,1,1,2,3,3,2,4,2,1,2,4,3,2,3,1,2,3,1,3,1,44,46,14,13,17
"11174",11174,4,5,3,5,5,4,3,5,3,3,5,4,5,5,3,3,5,5,5,1,81,76,8,10,16
"11175",11175,3,4,3,3,4,4,4,4,2,5,5,5,3,5,4,4,1,3,5,3,74,54,11,5,9
"11176",11176,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,105,13,7,12
"11177",11177,1,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,1,5,5,1,40,31,9,8,12
"11178",11178,5,5,3,5,4,5,4,3,4,3,5,5,3,3,3,5,4,5,5,3,82,85,7,7,10
"11179",11179,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,96,103,13,8,10
"11180",11180,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,96,93,13,5,11
"11181",11181,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,5,5,5,94,114,8,2,11
"11182",11182,5,5,5,5,4,5,5,3,5,4,5,5,5,5,5,5,5,5,5,1,92,116,9,4,7
"11183",11183,2,3,3,3,4,1,2,3,1,1,4,5,4,2,3,1,4,4,1,4,55,66,13,13,10
"11184",11184,2,5,1,4,2,3,1,5,1,1,1,5,4,4,4,4,4,1,4,1,57,51,13,9,10
"11185",11185,1,3,3,4,4,4,4,1,1,3,5,5,1,5,1,5,3,2,3,1,59,67,13,8,12
