"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"6001",6001,4,1,5,4,5,2,2,1,1,1,5,5,5,3,2,5,4,4,4,3,66,59,12,5,16
"6002",6002,2,3,2,4,4,3,4,2,3,3,5,4,5,4,2,5,5,5,5,1,71,79,12,6,10
"6003",6003,5,5,5,4,5,5,5,4,4,5,5,2,5,5,5,4,3,5,5,2,88,76,11,10,15
"6004",6004,3,4,4,3,1,4,5,1,1,1,3,1,1,5,1,1,1,1,2,1,44,49,14,10,9
"6005",6005,5,5,3,3,5,4,5,4,3,5,5,5,1,4,5,5,4,4,1,4,80,66,8,13,7
"6006",6006,2,1,2,3,5,2,4,5,1,3,5,2,1,4,4,4,1,4,4,1,58,54,10,7,12
"6007",6007,5,4,2,5,5,2,2,3,3,2,4,5,5,4,1,2,3,2,5,1,65,67,14,8,14
"6008",6008,3,4,4,4,4,4,5,2,3,4,5,4,4,5,3,5,5,4,5,2,79,90,10,5,9
"6009",6009,2,4,2,2,2,3,3,2,1,2,2,4,5,2,5,2,5,1,5,1,55,48,14,10,16
"6010",6010,3,2,5,4,4,5,5,4,3,3,5,5,5,5,5,5,4,5,5,3,85,93,11,8,12
"6011",6011,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,96,92,14,2,10
"6012",6012,3,4,1,1,4,1,1,3,1,1,3,4,1,1,1,1,3,1,1,1,37,46,14,10,13
"6013",6013,3,2,4,5,4,4,5,5,3,2,4,5,1,5,3,4,4,4,4,3,74,64,14,8,15
"6014",6014,4,2,3,5,4,1,4,1,3,1,5,2,2,5,5,2,5,2,5,1,62,57,10,8,12
"6015",6015,3,4,3,4,4,4,4,3,2,3,4,4,4,4,4,4,5,4,5,2,74,73,12,8,15
"6016",6016,5,5,3,3,4,2,5,5,3,2,4,3,5,5,5,5,4,3,4,5,80,66,9,8,12
"6017",6017,2,1,2,5,5,4,4,3,1,1,5,5,4,3,4,5,2,5,5,2,68,72,13,7,18
"6018",6018,4,4,4,3,5,5,5,4,3,4,5,2,4,5,4,5,3,5,3,1,78,74,9,7,7
"6019",6019,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,96,10,10,16
"6020",6020,3,1,1,5,5,3,2,1,2,5,5,5,4,5,5,5,1,5,1,5,69,64,11,10,13
"6021",6021,1,5,1,1,1,1,1,5,1,1,5,5,1,5,4,5,1,1,1,5,51,50,10,14,7
"6022",6022,1,4,4,5,4,3,5,2,1,2,5,4,1,5,4,3,4,4,5,1,67,59,13,14,11
"6023",6023,1,1,4,3,3,5,5,1,2,2,5,4,1,3,1,5,3,3,5,1,58,56,12,9,15
"6024",6024,2,1,2,5,4,4,5,4,4,4,5,5,4,5,4,2,5,5,5,1,76,65,14,10,15
"6025",6025,5,5,5,4,5,5,5,4,3,1,5,5,5,5,5,5,5,5,5,5,92,106,13,5,13
"6026",6026,5,4,2,4,4,4,4,4,2,2,5,5,4,3,5,4,2,2,5,4,74,77,13,8,11
"6027",6027,2,1,1,3,3,2,3,1,1,3,5,4,1,4,2,4,3,3,5,1,52,63,10,11,11
"6028",6028,4,2,2,2,2,1,3,4,1,2,4,1,1,4,3,1,4,4,5,2,52,55,11,9,9
"6029",6029,1,1,1,3,4,1,1,2,1,2,4,3,1,4,2,1,4,1,1,3,41,52,9,10,13
"6030",6030,2,4,2,2,3,4,4,1,1,1,5,3,2,3,4,5,1,4,4,1,56,50,11,11,6
"6031",6031,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,4,3,89,87,3,11,14
"6032",6032,2,2,4,2,2,4,5,2,2,4,4,2,2,4,2,2,4,4,5,1,59,61,11,8,10
"6033",6033,4,3,2,2,5,1,5,1,1,3,5,2,1,5,2,5,1,4,5,5,62,71,13,9,17
"6034",6034,2,1,4,5,4,1,5,4,1,1,5,3,1,5,1,2,5,4,5,1,60,42,11,3,10
"6035",6035,4,1,4,3,3,2,4,4,1,2,3,4,3,5,2,4,4,2,1,1,57,60,12,13,16
"6036",6036,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,25,38,14,14,9
"6037",6037,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,3,93,89,14,3,13
"6038",6038,3,1,1,5,3,3,3,5,1,3,5,5,1,5,3,1,5,3,1,1,58,54,7,7,8
"6039",6039,5,5,4,5,4,4,5,4,5,3,5,5,5,5,4,5,5,4,5,2,89,102,9,9,13
"6040",6040,5,5,5,5,5,4,1,4,3,5,5,5,5,3,5,5,5,5,5,3,88,91,13,6,13
"6041",6041,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,2,5,1,5,1,33,27,9,7,14
"6042",6042,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,107,13,2,14
"6043",6043,4,4,4,2,2,4,4,3,4,1,5,4,2,4,4,4,4,4,4,4,71,77,8,8,14
"6044",6044,2,1,2,3,4,1,3,5,1,1,5,5,5,5,1,4,5,3,5,3,64,58,13,7,18
"6045",6045,5,4,2,4,5,4,5,4,4,5,5,5,2,5,3,5,4,5,5,3,84,66,11,7,11
"6046",6046,2,4,1,4,4,1,1,3,1,1,5,2,1,4,1,1,3,2,1,3,45,48,10,9,17
"6047",6047,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,5,1,1,1,30,31,10,14,11
"6048",6048,2,2,2,4,4,5,4,2,1,2,5,3,1,5,1,4,5,4,2,4,62,71,14,10,9
"6049",6049,4,4,3,3,1,2,2,2,2,2,4,2,2,2,4,4,4,3,5,1,56,61,9,10,6
"6050",6050,4,1,4,4,3,4,4,4,2,2,5,3,2,4,3,5,4,4,5,3,70,70,11,7,18
"6051",6051,4,2,1,1,4,1,1,2,1,1,3,4,1,1,1,4,1,4,5,4,46,13,7,12,11
"6052",6052,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,82,14,11,11
"6053",6053,2,2,3,3,1,2,4,3,2,2,2,2,3,5,2,3,4,3,3,1,52,52,13,14,14
"6054",6054,3,4,4,5,4,5,5,1,3,4,5,4,4,4,4,5,3,2,4,4,77,80,10,8,11
"6055",6055,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,99,108,14,6,14
"6056",6056,3,4,3,3,5,2,4,4,1,4,5,4,3,4,5,4,4,4,5,1,72,79,7,10,17
"6057",6057,1,1,1,1,1,1,1,2,1,1,5,5,1,5,1,1,5,1,1,1,37,45,9,14,7
"6058",6058,3,3,4,2,3,5,5,3,2,2,3,2,2,4,2,4,4,4,5,1,63,75,13,9,11
"6059",6059,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,3,95,87,8,8,9
"6060",6060,4,4,4,5,5,2,5,4,2,4,4,4,5,4,4,1,5,4,5,3,78,86,14,6,13
"6061",6061,3,4,5,5,5,4,5,4,3,3,4,1,5,4,5,5,5,4,5,1,80,78,9,7,15
"6062",6062,2,4,4,2,4,4,5,2,2,2,5,4,4,5,2,5,4,4,5,1,70,64,13,4,11
"6063",6063,4,5,4,1,4,1,1,4,1,2,3,1,3,2,3,1,5,4,4,1,54,43,14,11,11
"6064",6064,3,5,3,2,5,2,4,3,2,3,4,5,3,2,4,3,5,4,5,2,69,79,14,9,16
"6065",6065,5,5,3,5,5,5,5,1,3,3,5,5,3,5,5,5,1,5,5,3,82,76,14,9,17
"6066",6066,1,2,2,2,4,4,3,1,1,2,4,5,1,2,2,1,5,5,3,1,51,50,13,8,12
"6067",6067,5,4,4,3,5,5,5,5,3,4,5,5,4,4,5,5,4,5,5,4,89,96,13,8,13
"6068",6068,4,4,4,5,5,5,4,3,4,4,5,2,2,5,5,5,1,4,5,5,81,76,8,5,11
"6069",6069,1,4,4,4,1,3,4,2,2,2,5,2,1,2,5,2,1,4,4,1,54,73,12,8,11
"6070",6070,5,3,3,2,5,1,3,2,3,2,4,5,4,3,3,3,3,3,5,1,63,61,9,8,13
"6071",6071,5,2,2,5,3,5,5,2,1,4,4,4,4,4,4,5,5,4,4,1,73,70,14,8,13
"6072",6072,5,5,2,2,5,5,5,5,1,5,4,5,2,5,5,1,5,5,5,2,79,76,14,14,10
"6073",6073,5,3,4,5,1,5,5,4,4,5,5,5,5,3,5,5,5,1,5,1,81,76,13,13,11
"6074",6074,5,2,2,2,4,4,1,2,1,1,4,2,1,5,3,4,5,5,3,1,57,56,9,7,18
"6075",6075,4,3,2,5,5,1,1,2,1,2,3,4,4,3,1,4,3,3,5,2,58,67,13,9,11
"6076",6076,4,4,4,5,5,5,4,1,3,5,5,4,1,5,5,3,4,5,3,3,78,75,13,5,11
"6077",6077,1,1,5,5,3,4,5,2,3,4,4,4,4,5,5,1,2,5,5,1,69,69,12,10,15
"6078",6078,1,1,5,2,4,1,5,2,1,1,5,4,5,5,2,4,2,4,1,1,56,57,14,11,11
"6079",6079,5,5,5,5,2,5,5,4,2,5,5,5,4,5,5,5,2,5,5,2,86,93,14,8,10
"6080",6080,3,3,4,3,4,2,4,3,1,2,4,3,1,4,4,4,2,3,4,2,60,54,9,12,13
"6081",6081,1,2,2,1,4,1,4,1,1,5,3,2,1,3,3,3,1,2,1,1,42,44,13,10,9
