"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"10501",10501,5,5,5,5,5,5,5,1,1,3,5,1,5,5,1,5,5,5,5,1,78,70,14,5,19
"10502",10502,2,2,2,3,1,4,3,1,1,3,4,4,3,3,2,5,4,4,4,2,57,69,11,9,10
"10503",10503,4,5,5,3,5,5,5,5,5,5,5,5,1,4,5,4,5,5,1,1,83,102,13,8,15
"10504",10504,5,1,1,2,5,1,4,1,1,1,4,2,4,2,3,2,4,4,5,3,55,52,8,5,11
"10505",10505,1,1,1,1,1,1,2,1,1,1,5,1,1,2,1,1,5,1,3,1,32,41,12,9,12
"10506",10506,5,5,3,5,4,3,4,3,4,4,5,5,5,5,4,4,4,5,5,3,85,82,7,5,13
"10507",10507,1,3,4,2,2,3,3,2,1,2,4,2,1,4,2,3,4,2,3,1,49,49,11,9,11
"10508",10508,2,1,2,2,2,2,4,1,1,1,3,4,1,5,4,1,5,2,5,1,49,53,11,7,11
"10509",10509,5,3,5,3,5,2,4,2,4,5,5,2,5,4,4,4,5,4,5,1,77,67,12,9,11
"10510",10510,5,2,2,4,4,5,5,4,1,2,5,5,1,5,5,5,2,1,5,2,70,71,4,9,17
"10511",10511,5,1,3,1,5,1,3,4,1,5,5,1,1,3,3,1,1,4,5,1,54,57,12,13,14
"10512",10512,3,4,2,5,3,3,3,4,1,2,5,4,5,4,4,4,3,3,5,3,70,85,10,8,9
"10513",10513,5,5,4,4,4,5,4,5,4,4,4,5,4,4,4,4,2,2,2,4,79,68,10,7,15
"10514",10514,4,5,3,4,5,4,3,3,1,3,5,5,5,3,4,3,3,4,5,1,73,75,9,10,14
"10515",10515,3,1,1,5,2,3,3,4,1,1,5,5,2,5,3,3,5,1,5,1,59,61,14,14,16
"10516",10516,5,4,5,2,5,4,5,5,4,3,5,4,5,3,4,3,4,5,4,4,83,94,10,4,10
"10517",10517,2,1,2,2,2,1,1,5,1,1,2,1,2,3,1,1,1,2,4,1,36,33,13,11,10
"10518",10518,2,5,4,2,4,5,5,4,4,4,5,4,2,5,5,5,5,5,5,3,83,77,8,5,14
"10519",10519,4,5,4,4,5,5,3,5,5,4,5,5,5,5,5,4,5,5,4,1,88,80,12,8,15
"10520",10520,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,96,91,14,14,10
"10521",10521,2,1,5,5,2,4,4,2,1,2,4,5,1,4,5,5,4,5,5,2,68,70,10,4,13
"10522",10522,3,5,4,3,4,5,5,3,1,3,5,4,1,5,4,5,3,3,5,1,72,64,14,13,11
"10523",10523,5,5,3,3,4,5,4,5,1,4,5,5,1,5,2,2,5,5,1,2,72,72,11,7,12
"10524",10524,5,4,4,3,5,3,5,5,1,1,3,5,5,5,5,1,5,4,5,1,75,62,13,8,13
"10525",10525,4,2,2,1,4,1,1,2,1,1,2,2,2,2,1,1,3,2,4,1,39,48,13,11,15
"10526",10526,4,5,3,4,5,5,5,2,3,2,5,5,5,5,5,4,5,5,5,5,87,92,11,6,9
"10527",10527,5,4,4,2,4,3,4,2,2,4,4,5,4,5,4,5,2,4,5,3,75,58,14,10,10
"10528",10528,4,2,1,4,4,4,4,2,1,4,5,2,4,4,4,2,4,2,5,1,63,65,13,10,10
"10529",10529,5,5,4,5,4,4,4,5,5,3,5,4,5,5,5,5,3,5,5,1,87,95,10,13,9
"10530",10530,5,4,4,5,5,5,5,4,2,3,5,5,2,4,4,5,5,5,5,3,85,72,9,6,12
"10531",10531,4,1,4,2,4,4,4,1,2,2,5,2,4,4,2,2,3,4,4,4,62,79,14,12,13
"10532",10532,1,2,4,1,1,2,3,2,1,2,4,1,1,2,2,5,3,1,4,1,43,28,10,12,8
"10533",10533,5,1,1,3,3,5,5,5,1,3,3,1,1,3,3,2,3,5,5,3,61,65,14,9,9
"10534",10534,2,4,2,4,4,5,3,1,3,1,5,4,4,4,4,5,3,4,5,4,71,80,13,7,9
"10535",10535,2,2,1,4,3,2,4,3,1,2,2,4,1,4,1,2,4,1,4,5,52,54,14,13,10
"10536",10536,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,96,83,14,11,11
"10537",10537,5,4,4,3,4,4,5,4,2,4,5,5,4,4,2,5,1,3,5,5,78,90,12,5,15
"10538",10538,4,4,3,2,2,2,4,4,1,2,5,4,3,5,5,4,2,1,4,4,65,80,13,13,13
"10539",10539,5,5,1,5,5,1,1,5,1,1,5,5,1,1,1,1,1,1,5,1,52,51,14,5,11
"10540",10540,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,1,5,4,5,4,90,82,13,6,17
"10541",10541,4,4,4,4,4,4,5,5,4,5,5,4,5,5,4,5,4,5,5,2,87,81,9,4,9
"10542",10542,5,4,2,5,3,1,1,2,4,1,2,4,2,5,1,3,1,5,5,4,60,43,10,2,8
"10543",10543,2,1,2,2,4,5,3,3,1,1,5,2,4,2,4,5,3,4,5,1,59,50,13,9,8
"10544",10544,4,4,5,5,5,4,5,5,5,5,5,5,2,5,4,5,4,5,3,5,90,96,13,7,5
"10545",10545,3,4,1,3,4,2,4,2,2,4,4,5,4,5,4,2,5,2,3,2,65,73,11,10,15
"10546",10546,4,1,2,3,2,2,4,4,1,2,4,1,1,4,5,3,2,4,5,1,55,59,12,11,10
"10547",10547,2,3,1,5,5,2,4,2,2,2,4,1,1,4,5,1,3,4,3,1,55,42,11,11,9
"10548",10548,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,1,62,65,8,8,13
"10549",10549,2,2,2,2,1,1,1,2,1,2,2,1,4,4,1,2,1,2,4,1,38,43,12,13,16
"10550",10550,1,1,2,2,1,5,4,1,1,1,5,2,4,4,5,4,2,5,5,1,56,62,7,10,15
"10551",10551,3,3,1,3,5,4,5,1,3,3,3,5,4,5,5,1,3,5,5,1,68,66,13,11,13
"10552",10552,5,5,5,5,3,5,1,5,4,3,5,5,4,4,4,4,5,5,5,2,84,91,13,3,12
"10553",10553,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,4,1,90,79,14,13,8
"10554",10554,5,5,5,4,5,5,5,5,3,3,5,5,2,4,5,5,5,5,5,4,90,83,14,3,15
"10555",10555,3,4,4,2,2,3,3,3,3,1,3,3,2,2,4,2,4,4,4,2,58,56,11,9,8
"10556",10556,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,1,84,86,8,2,11
"10557",10557,4,1,2,4,3,5,5,4,4,4,5,2,2,5,3,4,3,3,5,4,72,76,10,6,18
"10558",10558,5,4,5,5,3,5,5,5,5,5,5,4,5,4,4,2,4,5,3,4,87,81,9,7,20
"10559",10559,1,2,4,3,4,3,5,3,3,4,5,4,2,3,2,2,2,3,5,1,61,87,11,9,13
"10560",10560,5,4,3,4,5,2,3,5,3,3,3,5,5,2,4,3,4,4,5,4,76,65,10,7,12
"10561",10561,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,113,10,4,15
"10562",10562,1,1,4,4,1,4,4,4,1,1,5,4,1,4,4,5,5,5,5,3,66,60,13,10,15
"10563",10563,5,4,4,5,5,2,2,5,2,3,5,5,5,5,1,5,5,4,5,4,81,83,13,3,9
"10564",10564,1,1,4,4,1,2,4,2,1,1,3,1,1,4,1,5,4,2,5,1,48,54,13,9,17
"10565",10565,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,3,95,100,14,8,8
"10566",10566,2,4,5,2,1,4,4,2,1,1,5,1,4,4,4,2,5,5,3,2,61,66,14,11,11
"10567",10567,4,4,3,5,3,4,5,4,4,5,5,4,5,4,4,3,1,4,5,3,79,76,12,7,14
"10568",10568,5,1,5,1,5,1,1,4,1,1,4,5,5,4,1,3,1,1,5,1,55,57,10,7,11
"10569",10569,2,4,1,3,4,2,3,4,1,2,5,2,3,4,5,1,5,4,3,1,59,67,9,12,13
"10570",10570,2,4,2,1,3,2,3,4,1,2,4,1,1,5,1,4,5,2,5,1,53,53,12,10,12
