"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"7501",7501,3,3,1,1,2,2,4,2,1,2,3,2,2,3,3,4,2,2,5,1,48,48,12,9,12
"7502",7502,1,1,1,4,3,2,1,2,1,1,5,4,4,4,3,3,1,2,5,1,49,49,13,9,13
"7503",7503,5,5,5,5,5,4,5,5,4,2,5,5,5,3,5,3,4,5,5,1,86,87,9,6,14
"7504",7504,3,5,5,5,4,4,5,5,4,4,5,5,3,5,4,5,4,4,5,2,86,71,3,4,12
"7505",7505,4,4,5,4,5,5,5,5,3,5,5,2,4,2,5,5,5,4,2,2,81,97,11,5,10
"7506",7506,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,88,83,14,2,9
"7507",7507,5,5,4,4,5,4,5,5,3,4,5,5,4,5,4,4,5,5,5,4,90,76,7,3,13
"7508",7508,1,2,4,2,1,2,1,2,1,1,4,2,2,2,2,4,4,1,4,1,43,38,9,12,9
"7509",7509,3,2,5,1,3,1,4,5,1,1,5,4,4,3,4,1,2,2,5,1,57,56,11,14,8
"7510",7510,2,1,3,3,2,1,2,2,2,2,4,2,2,4,3,3,3,2,4,2,49,48,10,9,9
"7511",7511,2,1,2,3,4,4,5,4,1,3,4,4,1,5,2,5,5,5,5,1,66,84,13,7,11
"7512",7512,5,5,5,4,4,5,5,5,1,2,5,3,5,5,3,4,5,5,5,5,86,88,14,10,12
"7513",7513,4,4,4,4,4,3,4,3,1,4,5,4,2,4,4,4,2,4,4,2,70,54,9,10,13
"7514",7514,2,1,1,3,3,1,2,2,1,2,3,3,3,3,4,2,3,4,4,1,48,26,7,8,10
"7515",7515,3,2,2,3,2,3,2,3,1,2,5,1,1,4,3,2,1,2,3,1,46,56,12,9,11
"7516",7516,4,4,3,3,3,2,2,4,1,5,5,4,2,4,4,1,4,2,5,1,63,61,12,8,14
"7517",7517,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,96,85,13,4,11
"7518",7518,5,4,4,1,2,5,5,5,2,4,5,2,1,4,4,1,5,5,5,3,72,66,12,8,7
"7519",7519,2,3,1,1,2,2,3,1,1,1,3,1,1,3,3,4,2,2,4,2,42,31,11,12,8
"7520",7520,5,5,4,3,5,5,5,4,5,5,5,4,5,5,5,1,5,5,5,1,87,90,12,9,15
"7521",7521,4,1,2,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,2,81,78,14,8,14
"7522",7522,5,1,5,1,5,4,4,1,1,4,4,5,1,4,4,5,1,2,5,1,63,44,7,8,13
"7523",7523,4,4,2,2,3,2,2,2,1,2,3,4,2,3,4,2,2,4,4,1,53,37,13,14,8
"7524",7524,1,2,2,4,2,1,2,1,1,1,5,1,2,4,2,3,1,1,3,1,40,25,12,11,15
"7525",7525,4,4,2,5,5,5,5,5,3,4,2,5,5,4,5,2,5,5,5,1,81,91,8,6,16
"7526",7526,4,5,5,4,2,4,5,4,4,5,5,4,4,4,4,4,3,4,3,1,78,62,12,4,15
