"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"4501",4501,4,4,4,1,3,4,5,2,1,3,4,4,4,5,4,5,2,3,5,1,68,70,12,10,11
"4502",4502,3,2,2,2,4,4,4,1,1,1,5,3,1,5,4,5,2,5,5,5,64,71,13,10,13
"4503",4503,3,4,4,4,1,4,4,5,2,3,4,4,4,5,5,4,5,2,3,4,74,69,9,10,10
"4504",4504,5,3,3,2,3,2,4,3,2,4,4,4,1,4,3,4,3,3,5,4,66,61,7,6,9
"4505",4505,5,4,5,5,5,5,5,2,5,5,5,5,1,4,4,5,5,5,5,4,89,102,8,4,10
"4506",4506,5,4,4,4,5,5,4,4,3,4,4,5,1,3,4,2,5,4,5,3,78,66,14,5,10
"4507",4507,3,3,4,3,4,4,3,3,1,2,4,5,4,3,4,2,5,3,5,1,66,88,12,8,5
"4508",4508,4,4,5,2,4,5,5,5,4,4,5,5,4,5,4,5,5,5,1,4,85,76,10,13,15
"4509",4509,5,5,5,1,5,5,4,4,3,1,5,5,3,5,3,2,5,3,5,4,78,68,9,8,17
"4510",4510,2,1,3,1,1,4,4,1,2,2,1,1,1,1,4,2,1,2,4,1,39,56,8,12,14
"4511",4511,5,4,4,2,3,4,4,3,2,4,5,5,4,4,5,5,5,4,5,1,78,75,10,11,4
"4512",4512,3,5,4,2,3,2,5,2,1,1,5,5,3,5,4,5,5,4,5,3,72,65,12,6,6
"4513",4513,4,2,4,3,4,4,5,2,3,4,4,5,4,4,4,5,5,2,5,2,75,78,12,7,14
"4514",4514,5,4,4,4,2,5,4,2,2,4,4,4,4,4,4,4,4,4,4,2,74,71,12,12,15
"4515",4515,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,96,118,14,2,10
"4516",4516,5,4,4,4,4,4,5,4,2,4,5,5,4,2,5,1,2,4,5,4,77,77,13,12,18
"4517",4517,5,1,2,4,3,5,5,4,1,5,5,5,5,4,1,5,5,5,5,4,79,88,14,7,12
"4518",4518,2,3,4,3,4,4,4,2,4,2,4,4,1,3,4,5,2,4,4,1,64,64,12,10,10
"4519",4519,4,2,1,4,5,3,4,4,3,1,5,5,4,2,5,2,5,5,5,1,70,53,13,8,9
"4520",4520,2,2,1,1,3,1,1,2,2,2,2,3,3,3,4,2,2,2,4,1,43,49,10,11,6
"4521",4521,1,3,2,1,4,2,4,1,1,3,4,2,2,2,4,3,2,3,4,1,49,50,12,9,15
"4522",4522,5,2,5,5,1,5,5,5,5,4,5,5,4,5,5,5,5,5,3,3,87,81,7,10,8
"4523",4523,4,2,3,3,3,2,2,1,1,2,4,2,1,4,3,1,3,1,5,1,48,38,9,10,9
"4524",4524,4,1,2,2,3,2,4,2,2,2,3,3,2,2,3,3,3,2,4,2,51,37,13,10,11
"4525",4525,4,4,1,1,3,4,4,4,2,4,5,1,2,4,4,5,5,4,5,3,69,68,11,7,13
"4526",4526,4,4,2,1,1,2,2,1,1,1,5,1,1,2,4,1,4,1,3,1,42,13,14,13,10
"4527",4527,2,4,4,4,4,3,5,5,2,2,5,5,5,5,5,5,4,4,5,1,79,53,13,6,10
"4528",4528,5,5,1,3,4,2,1,1,1,3,3,4,1,4,5,2,3,1,5,1,55,47,12,11,16
"4529",4529,1,1,4,2,2,2,3,1,1,5,4,4,3,1,4,4,2,1,4,1,50,58,14,9,12
"4530",4530,2,1,4,4,4,3,5,2,3,2,4,2,2,4,4,2,4,4,5,2,63,65,11,10,12
"4531",4531,3,2,3,2,5,3,3,1,3,2,5,4,2,5,3,4,5,5,5,3,68,59,9,5,6
"4532",4532,5,5,2,5,4,5,5,4,4,3,5,5,5,4,5,5,4,4,5,2,86,92,11,2,10
