"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"16501",16501,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,5,3,5,5,4,93,97,13,5,16
"16502",16502,5,5,4,5,5,4,5,1,3,5,5,5,5,5,5,5,5,1,5,3,86,87,14,9,14
"16503",16503,4,1,4,5,4,5,5,5,3,5,5,4,3,5,5,1,2,5,5,4,80,80,7,8,13
"16504",16504,5,1,2,3,5,4,5,1,4,4,1,5,1,1,1,1,5,1,5,5,60,58,7,5,16
"16505",16505,3,4,3,4,4,5,5,4,1,2,5,4,4,5,5,4,5,2,5,1,75,83,12,11,13
"16506",16506,3,2,1,2,4,2,4,4,1,1,3,1,1,3,2,2,5,4,4,2,51,48,9,9,15
"16507",16507,3,2,1,4,4,3,5,1,1,2,3,5,4,5,1,4,5,3,5,1,62,60,5,5,15
"16508",16508,3,4,5,5,5,5,5,4,4,4,5,5,4,5,4,4,5,3,3,4,86,91,11,7,9
"16509",16509,5,4,2,2,5,2,5,1,2,2,2,4,1,4,5,2,4,5,3,5,65,66,14,10,15
"16510",16510,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,5,1,27,30,12,14,9
"16511",16511,4,4,5,5,4,5,5,4,1,5,5,1,3,2,1,5,3,4,5,1,72,66,13,6,14
"16512",16512,5,5,3,5,4,5,4,2,2,2,4,5,3,2,4,1,5,3,5,2,71,78,13,10,9
"16513",16513,5,3,3,4,4,5,5,4,4,3,4,4,3,4,3,3,2,3,3,2,71,66,14,6,5
"16514",16514,2,2,3,1,3,2,2,4,1,2,5,4,4,1,4,1,2,3,5,5,56,55,9,9,12
"16515",16515,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4,2,76,74,11,8,12
"16516",16516,4,5,5,5,5,4,5,5,2,5,5,5,1,5,2,5,5,5,5,4,87,93,11,9,9
"16517",16517,2,4,2,3,2,2,5,2,1,2,5,5,2,5,2,5,3,2,4,2,60,42,10,3,10
"16518",16518,2,2,3,2,3,4,5,2,1,3,3,2,4,4,1,2,4,4,5,2,58,66,11,6,11
"16519",16519,4,4,2,1,4,5,5,1,2,2,4,5,2,1,4,2,5,4,5,1,63,65,8,7,11
"16520",16520,4,5,2,1,3,2,3,4,1,2,2,5,2,4,4,3,3,4,5,4,63,60,11,13,7
"16521",16521,1,1,5,3,1,1,3,1,1,1,4,1,1,3,1,1,5,1,5,1,41,41,8,14,11
"16522",16522,1,1,1,1,4,2,1,1,1,1,4,4,5,1,4,4,4,1,4,3,48,47,12,8,8
"16523",16523,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,95,104,13,3,10
"16524",16524,1,2,2,1,4,1,1,2,1,1,3,1,1,3,3,1,1,4,2,1,36,37,11,10,14
"16525",16525,5,5,3,5,5,5,5,5,4,4,5,5,4,5,4,5,4,5,3,4,90,75,10,9,13
"16526",16526,5,4,3,3,5,5,5,5,1,3,5,5,5,5,1,5,5,5,5,3,83,74,13,7,10
"16527",16527,2,2,4,1,5,5,5,2,1,4,5,4,2,4,1,4,5,5,4,1,66,68,11,12,12
"16528",16528,1,1,4,2,2,4,5,1,1,2,5,1,1,1,4,4,4,1,5,1,50,36,11,7,18
"16529",16529,1,2,2,2,1,4,5,2,4,5,4,4,1,2,4,4,4,2,5,1,59,61,13,12,15
"16530",16530,2,5,3,1,4,5,4,1,2,2,3,1,1,3,5,3,1,4,5,2,57,57,12,14,19
"16531",16531,3,4,2,4,4,3,2,5,1,2,4,5,4,4,3,3,4,1,3,3,64,57,11,8,8
"16532",16532,4,5,5,1,5,5,5,5,4,4,5,5,3,5,5,2,1,1,5,5,80,66,13,8,13
"16533",16533,2,2,4,3,2,3,2,4,2,2,5,5,2,4,3,4,5,4,4,2,64,69,11,7,11
"16534",16534,1,1,2,1,1,4,2,1,1,1,3,1,1,5,2,1,4,1,4,1,38,35,14,12,15
"16535",16535,3,4,5,3,4,3,5,2,3,3,4,4,4,4,4,5,5,4,5,1,75,78,12,10,11
"16536",16536,4,2,5,2,4,5,5,2,5,2,5,1,1,4,4,5,4,5,5,3,73,68,13,7,6
"16537",16537,4,5,1,4,5,2,2,4,4,3,4,5,4,4,5,4,5,4,5,5,79,79,8,5,14
"16538",16538,1,1,2,2,3,2,3,1,1,2,5,4,1,1,1,1,3,4,5,1,44,56,9,11,14
"16539",16539,1,3,1,1,1,2,2,2,1,1,4,1,2,2,4,1,4,1,5,1,40,50,10,8,10
"16540",16540,4,4,5,2,2,4,5,4,4,5,4,5,4,4,5,4,4,4,4,4,81,84,9,12,14
"16541",16541,3,2,2,1,2,4,2,2,1,2,4,4,4,3,3,4,4,4,5,2,58,57,10,10,8
"16542",16542,5,5,4,3,5,3,2,5,2,2,5,5,5,4,3,3,5,1,5,1,73,74,14,8,16
"16543",16543,2,4,4,2,4,2,2,2,2,2,4,4,2,3,2,4,3,2,4,1,55,69,6,10,9
"16544",16544,1,4,2,1,1,4,4,1,1,2,5,4,1,4,5,2,5,4,5,1,57,49,5,7,12
"16545",16545,5,5,2,2,4,5,5,4,5,5,5,5,1,5,5,5,5,1,4,1,79,87,6,13,16
"16546",16546,1,1,4,3,3,2,4,2,2,2,5,2,4,5,3,1,5,3,5,1,58,61,14,8,17
"16547",16547,1,4,5,2,5,3,4,5,1,1,5,5,1,5,1,3,5,4,5,2,67,67,14,5,18
"16548",16548,5,4,4,4,4,5,5,5,5,1,5,5,5,4,5,5,5,5,5,4,90,88,9,7,11
"16549",16549,2,3,3,4,3,2,2,2,1,3,5,1,2,4,2,2,3,3,5,1,53,50,9,9,8
"16550",16550,5,5,1,2,5,3,2,4,4,1,4,4,5,3,4,4,5,4,5,5,75,81,8,12,10
"16551",16551,1,1,1,1,1,1,1,2,1,5,1,1,1,3,3,1,5,2,5,4,41,36,13,9,17
"16552",16552,1,1,5,2,3,2,1,3,1,1,3,5,1,5,1,5,3,1,4,1,49,44,11,11,13
"16553",16553,2,4,2,2,2,4,4,2,1,2,2,4,1,2,1,4,4,1,4,4,52,59,11,12,17
"16554",16554,3,2,3,2,5,5,5,1,1,3,5,5,5,3,4,2,5,1,5,1,66,65,11,6,6
"16555",16555,5,5,5,4,4,2,4,5,1,3,5,4,2,5,1,2,4,2,5,3,71,52,12,5,14
"16556",16556,4,3,2,5,4,5,5,2,2,4,3,2,2,4,4,4,4,4,5,1,69,59,14,9,15
"16557",16557,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,4,95,108,10,4,20
"16558",16558,4,5,4,4,4,5,5,5,4,5,5,5,5,4,5,4,3,5,5,4,90,81,13,6,12
"16559",16559,3,2,2,5,4,4,4,4,1,2,4,4,3,4,4,4,4,4,5,1,68,74,12,11,3
"16560",16560,1,1,2,2,2,1,1,1,1,1,5,1,1,5,1,2,5,1,1,1,36,38,13,9,11
"16561",16561,1,2,5,1,1,5,5,1,1,2,2,2,2,4,1,5,3,2,5,1,51,50,13,13,11
"16562",16562,2,4,4,3,5,4,4,4,1,2,5,5,2,3,2,5,4,2,5,3,69,70,7,9,10
"16563",16563,5,3,5,2,4,3,5,3,1,4,5,5,4,5,3,4,5,1,5,3,75,65,14,10,13
"16564",16564,2,4,5,5,3,5,5,4,1,4,5,3,2,5,3,5,5,4,5,3,78,87,14,6,9
"16565",16565,3,2,3,4,1,3,4,3,2,2,4,3,3,5,4,4,4,2,4,4,64,75,12,11,14
"16566",16566,5,4,1,4,5,5,4,4,2,4,4,4,2,4,4,5,3,5,5,5,79,90,4,8,9
"16567",16567,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,96,97,14,5,15
"16568",16568,4,5,4,4,5,4,5,4,2,2,5,5,2,2,5,5,2,5,5,2,77,82,6,6,15
"16569",16569,2,1,4,3,1,5,5,4,1,3,3,4,4,5,4,3,3,3,5,1,64,53,10,14,18
"16570",16570,3,4,4,4,5,5,5,5,3,4,5,5,4,5,3,5,5,4,5,4,87,85,13,13,11
"16571",16571,5,4,5,4,2,4,4,4,4,4,4,5,4,5,5,5,5,4,5,4,86,88,9,5,12
"16572",16572,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,4,5,5,96,101,8,3,14
"16573",16573,2,4,2,4,1,4,5,4,1,2,5,5,3,5,5,5,3,5,5,1,71,68,13,10,9
"16574",16574,5,5,1,5,5,4,4,1,3,1,1,5,2,1,1,1,2,5,1,5,58,65,12,10,13
"16575",16575,5,5,4,1,5,2,4,5,3,4,4,3,5,5,4,3,5,2,5,3,77,77,9,8,6
"16576",16576,2,1,1,3,1,4,4,2,1,2,5,1,4,5,2,5,5,1,5,3,57,58,14,11,10
"16577",16577,2,3,2,3,2,4,4,3,3,4,2,3,2,5,5,2,1,2,4,1,57,42,12,8,19
"16578",16578,4,4,1,3,5,3,3,5,1,1,5,4,1,3,4,1,3,5,5,3,64,50,13,12,13
"16579",16579,5,1,4,2,1,2,4,4,1,1,3,5,1,2,1,1,1,2,2,1,44,48,13,14,11
"16580",16580,1,4,5,3,1,2,5,1,1,1,5,1,3,5,2,4,5,1,5,1,56,54,13,10,13
"16581",16581,2,4,3,3,4,5,5,5,1,2,5,2,5,5,5,1,5,5,5,1,73,70,11,5,9
"16582",16582,4,5,3,3,4,3,5,4,4,4,4,5,4,3,1,3,5,3,5,5,77,85,10,5,15
"16583",16583,2,4,3,4,2,5,5,2,1,3,5,4,1,3,2,2,4,4,5,2,63,57,9,9,14
"16584",16584,1,1,4,4,2,2,2,3,1,5,4,4,2,4,2,2,3,3,4,1,54,46,12,11,9
"16585",16585,2,5,1,5,5,1,1,4,1,1,3,2,4,5,1,2,3,5,5,5,61,51,11,10,11
"16586",16586,3,2,4,4,4,1,4,2,1,3,4,1,1,2,3,2,3,4,2,4,54,58,9,12,6
"16587",16587,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,92,14,8,7
"16588",16588,4,4,2,2,2,4,5,4,2,4,5,4,5,4,4,4,5,5,5,2,76,62,13,13,17
"16589",16589,5,2,5,5,5,5,5,4,3,4,5,5,3,2,2,5,5,4,5,1,80,90,13,7,16
"16590",16590,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,4,5,5,5,96,118,9,6,19
"16591",16591,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,93,102,8,11,11
"16592",16592,5,5,4,4,5,5,5,5,2,5,4,4,2,5,5,5,5,5,5,1,86,61,8,7,19
"16593",16593,2,4,4,1,2,5,5,1,1,1,5,4,1,4,1,1,4,5,5,1,57,57,14,14,7
"16594",16594,4,4,4,2,5,2,5,2,4,2,3,5,1,5,3,5,4,4,3,3,70,59,10,5,12
"16595",16595,3,1,4,4,4,4,4,4,1,1,5,4,4,4,3,2,5,5,5,1,68,59,8,9,7
"16596",16596,4,2,5,4,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,3,90,86,14,5,12
