"","X","Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","T1","T2","otwartosc","ugodowosc","kalafior"
"1001",1001,1,1,2,1,1,2,3,1,1,1,1,1,1,1,4,4,1,1,5,1,34,35,14,14,12
"1002",1002,2,4,5,4,2,5,4,1,3,3,5,4,2,4,4,5,3,3,5,2,70,74,9,3,14
"1003",1003,1,2,4,2,1,2,4,1,1,1,2,1,2,2,1,2,5,2,4,1,41,40,12,13,13
"1004",1004,1,2,3,1,3,1,1,2,1,4,1,5,2,1,2,1,2,1,5,1,40,39,13,7,19
"1005",1005,1,1,3,1,2,1,2,1,1,1,4,1,1,3,1,1,3,1,5,1,35,39,10,9,11
"1006",1006,1,3,1,1,2,2,2,4,1,2,4,1,1,2,5,2,2,4,3,1,44,57,10,13,12
"1007",1007,5,4,3,4,5,5,4,1,4,5,5,2,3,4,3,2,2,5,5,5,76,77,13,8,12
"1008",1008,2,3,2,2,1,1,2,3,1,1,4,4,2,4,4,5,4,3,4,1,53,46,5,10,12
"1009",1009,5,5,5,3,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,94,90,8,4,12
"1010",1010,1,2,3,4,2,3,4,2,2,1,4,4,1,4,1,4,2,3,5,5,57,47,11,10,13
"1011",1011,4,5,5,2,3,1,5,2,1,1,3,2,3,1,4,2,3,4,4,4,59,51,8,11,12
"1012",1012,4,3,4,4,5,4,5,2,2,2,5,5,5,5,3,4,2,4,3,1,72,84,10,11,11
"1013",1013,4,4,5,2,5,5,5,5,1,2,5,5,3,5,4,5,5,5,5,5,85,76,8,3,19
"1014",1014,1,1,1,1,2,4,1,1,1,1,4,4,1,4,1,1,1,1,1,1,33,48,12,12,17
"1015",1015,2,2,2,1,2,1,2,4,1,1,2,2,1,3,3,2,4,2,5,1,43,43,10,13,15
"1016",1016,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,5,5,5,88,85,14,13,11
"1017",1017,2,5,4,2,5,4,2,2,2,4,5,1,5,5,5,5,5,5,5,2,75,70,13,6,13
"1018",1018,1,3,3,4,5,3,4,4,1,2,5,4,1,5,3,1,5,4,5,2,65,63,13,5,13
"1019",1019,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,94,101,13,3,14
"1020",1020,3,5,3,3,3,4,4,4,3,3,4,5,4,4,4,4,5,4,5,4,78,80,11,9,10
"1021",1021,4,2,2,3,4,4,2,4,1,1,5,3,1,4,5,2,5,4,5,1,62,58,8,8,10
"1022",1022,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,1,5,1,5,5,88,102,12,7,6
"1023",1023,3,5,4,5,4,2,2,5,2,4,4,5,2,5,4,2,2,4,5,1,70,61,10,9,12
"1024",1024,2,2,5,2,5,2,5,3,1,3,4,5,1,4,4,4,2,4,2,1,61,65,9,11,7
"1025",1025,1,1,2,5,4,4,5,1,1,1,5,3,1,4,1,5,4,5,5,3,61,67,13,7,9
"1026",1026,1,3,3,2,3,2,2,2,1,2,2,2,2,2,4,2,1,3,5,1,45,37,10,11,14
"1027",1027,5,4,4,3,5,5,4,5,4,5,3,5,3,5,2,3,3,1,5,1,75,77,6,3,13
"1028",1028,4,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,1,5,1,86,82,12,3,17
"1029",1029,5,3,3,5,4,3,3,3,3,1,3,5,4,5,3,4,3,3,5,3,71,70,12,13,5
"1030",1030,5,1,2,4,4,2,4,1,1,5,5,1,1,5,5,5,1,5,1,5,63,59,14,12,12
"1031",1031,2,4,3,4,4,4,5,4,1,3,5,4,1,5,4,5,3,3,5,2,71,68,9,9,14
"1032",1032,1,1,4,4,5,1,1,2,1,1,4,1,1,4,1,1,5,1,1,1,41,41,12,13,11
"1033",1033,1,2,4,5,2,3,4,1,4,4,4,1,3,5,1,5,5,2,3,2,61,79,12,6,18
"1034",1034,1,1,1,2,1,4,4,1,1,1,2,4,1,2,1,4,2,1,4,2,40,42,13,13,8
"1035",1035,4,5,2,5,5,5,5,5,2,5,5,5,2,5,4,5,5,4,3,1,82,59,13,6,13
"1036",1036,1,4,2,4,5,4,5,1,1,4,5,4,2,5,3,2,5,5,5,1,68,53,12,10,12
"1037",1037,5,3,1,2,4,2,2,4,2,2,2,4,1,4,4,1,5,5,5,1,59,55,14,12,8
"1038",1038,2,5,3,1,2,4,4,4,2,1,3,4,1,2,1,4,1,4,1,4,53,38,5,13,12
"1039",1039,2,4,2,2,4,4,4,4,1,2,4,5,1,2,1,4,1,4,5,4,60,66,13,10,10
"1040",1040,5,2,2,3,5,5,5,2,2,5,4,5,4,5,3,4,4,3,5,3,76,75,12,9,9
"1041",1041,1,1,4,5,2,5,4,2,4,4,5,2,2,5,2,5,5,2,2,2,64,75,13,11,9
"1042",1042,5,3,3,3,5,2,1,4,2,4,2,5,4,4,4,4,5,3,4,4,71,66,14,10,13
"1043",1043,3,4,1,2,4,1,1,2,1,2,5,4,4,2,3,1,2,5,5,2,54,52,4,9,13
"1044",1044,3,3,3,3,3,4,5,3,4,2,5,5,1,5,4,5,5,4,5,4,76,74,8,8,13
"1045",1045,3,4,4,4,4,4,5,2,3,3,4,4,5,3,4,5,4,3,5,1,74,70,11,6,12
"1046",1046,2,2,2,1,4,4,2,2,2,2,5,4,4,1,2,1,4,5,5,1,55,60,7,11,13
"1047",1047,2,4,2,3,1,4,5,1,3,1,4,4,3,4,3,4,3,4,5,3,63,71,14,6,13
"1048",1048,2,3,3,3,5,5,5,5,4,3,5,4,4,5,3,1,2,5,5,1,73,94,8,5,10
"1049",1049,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5,95,87,11,4,12
"1050",1050,2,4,4,2,5,5,5,1,2,3,5,2,2,1,5,1,5,4,5,1,64,53,10,13,15
"1051",1051,3,5,5,4,3,5,5,2,3,4,3,1,2,3,5,5,5,3,4,1,71,95,13,11,15
"1052",1052,5,1,2,4,2,2,1,1,1,1,5,5,4,5,1,5,5,5,1,5,61,43,12,8,12
"1053",1053,1,4,5,1,3,4,5,1,3,5,5,1,1,5,4,3,5,4,5,1,66,77,7,12,10
"1054",1054,1,4,4,2,4,5,5,2,3,4,4,1,1,4,4,3,4,4,5,1,65,71,7,11,13
"1055",1055,1,2,4,1,1,2,4,1,1,1,3,1,1,1,5,1,5,2,4,1,42,40,12,13,9
"1056",1056,5,4,4,3,4,5,5,3,4,4,5,5,4,4,4,4,5,4,5,3,84,90,9,6,13
"1057",1057,1,4,4,2,2,3,5,1,1,2,3,3,1,4,1,2,3,2,5,1,50,45,12,12,9
"1058",1058,1,1,1,1,1,1,3,1,1,1,1,5,2,2,4,4,2,5,3,5,45,58,14,13,12
"1059",1059,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,98,85,12,5,9
"1060",1060,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,99,97,9,4,11
"1061",1061,4,3,4,3,5,5,5,4,4,3,4,4,2,5,4,2,5,4,5,3,78,89,12,10,13
"1062",1062,3,5,5,3,4,5,5,2,3,5,5,5,5,5,5,5,5,5,5,1,86,97,14,5,10
"1063",1063,3,2,4,4,3,4,3,5,1,2,5,5,2,5,3,4,5,4,5,2,71,79,10,5,10
"1064",1064,5,3,5,5,4,5,5,1,4,4,4,5,5,5,4,5,3,2,5,2,81,68,11,6,11
"1065",1065,1,1,1,2,2,2,4,1,1,4,4,4,1,2,2,1,4,4,5,1,47,40,5,8,11
"1066",1066,4,4,4,4,5,4,5,3,4,4,5,2,4,5,4,4,5,4,4,4,82,71,11,5,13
"1067",1067,5,3,5,4,4,5,5,3,3,4,5,5,4,5,4,1,5,5,5,4,84,80,12,3,16
"1068",1068,1,3,1,2,2,1,1,1,1,4,3,2,1,2,4,2,4,3,4,1,43,36,13,11,9
"1069",1069,5,4,4,2,3,5,4,4,2,4,5,5,2,4,5,2,5,4,5,1,75,86,9,6,11
"1070",1070,1,4,1,1,4,4,1,5,1,1,4,5,4,4,5,1,5,5,5,1,62,56,10,7,12
"1071",1071,5,5,4,4,4,2,5,4,1,5,5,5,5,5,3,5,5,5,5,1,83,89,12,6,13
"1072",1072,4,4,5,2,4,5,4,3,2,4,5,5,2,5,5,5,4,4,5,1,78,79,12,8,7
"1073",1073,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,1,5,89,101,14,13,13
"1074",1074,4,4,1,3,5,2,1,5,1,3,5,5,5,4,2,2,4,4,1,4,65,59,4,12,13
"1075",1075,5,3,4,3,4,5,5,2,2,4,5,4,4,5,5,5,3,1,5,5,79,83,14,8,9
"1076",1076,5,5,3,4,4,3,4,4,2,1,5,5,5,5,5,2,4,4,5,4,79,88,13,5,14
"1077",1077,3,1,2,1,5,2,1,3,1,1,2,4,3,3,3,1,5,2,5,4,52,50,5,14,7
"1078",1078,3,4,4,4,4,5,5,5,3,4,5,5,4,4,4,5,2,5,5,4,84,94,12,6,9
"1079",1079,1,3,2,2,2,3,4,1,2,1,4,2,2,3,4,4,4,2,3,2,51,41,11,13,9
"1080",1080,5,4,5,4,3,5,5,4,5,5,5,4,5,5,3,3,5,5,5,2,87,72,13,7,12
"1081",1081,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,114,14,4,11
"1082",1082,2,1,5,3,4,2,3,5,3,2,5,5,4,5,3,5,5,4,5,5,76,89,14,4,15
"1083",1083,2,2,1,5,4,2,4,4,2,2,5,1,2,3,4,4,5,5,4,1,62,71,10,11,14
"1084",1084,5,5,1,3,4,4,3,1,2,1,4,4,4,1,1,4,1,1,5,1,55,48,14,14,14
"1085",1085,4,5,3,3,4,5,4,3,2,4,5,4,3,4,3,4,4,5,5,2,76,73,13,7,9
"1086",1086,3,3,2,3,3,1,5,1,1,1,5,5,1,5,3,5,1,5,5,1,59,71,14,9,11
"1087",1087,3,5,5,5,5,5,4,5,1,3,5,5,4,5,1,5,5,5,5,4,85,74,11,7,8
"1088",1088,2,4,2,5,5,3,5,2,1,3,4,5,1,5,4,4,5,4,5,3,72,77,14,4,13
"1089",1089,4,3,5,4,4,4,4,2,2,3,5,5,4,5,3,4,4,4,5,2,76,75,12,4,11
"1090",1090,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,95,6,4,10
"1091",1091,3,2,3,5,4,4,4,4,3,3,4,5,5,5,3,3,4,2,5,5,76,63,13,12,11
"1092",1092,5,5,5,4,5,5,4,5,4,5,5,5,5,3,5,5,1,5,5,5,91,72,14,6,10
"1093",1093,5,4,5,5,4,5,5,5,5,4,3,2,5,3,4,3,5,3,4,4,83,97,14,9,12
"1094",1094,5,4,1,2,5,1,2,4,1,2,3,4,4,2,4,2,5,4,2,1,58,47,14,11,9
"1095",1095,2,1,3,2,2,2,3,2,1,1,5,4,1,4,2,1,3,2,5,1,47,44,12,8,16
"1096",1096,3,3,3,4,3,5,5,1,3,3,4,2,1,5,4,5,1,3,4,2,64,60,12,7,8
"1097",1097,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,2,92,91,13,8,14
"1098",1098,5,3,5,3,1,5,5,2,2,3,5,5,5,1,4,5,5,4,5,1,74,84,14,9,6
"1099",1099,1,5,1,1,2,2,3,1,1,2,5,1,2,5,3,1,3,4,5,5,53,61,12,7,14
"1100",1100,2,2,5,3,4,5,4,2,2,2,5,5,1,5,3,4,5,4,5,1,69,80,14,4,12
"1101",1101,1,3,3,4,3,2,4,3,1,3,5,4,3,4,3,4,4,2,5,1,62,75,14,11,13
"1102",1102,4,4,4,5,5,3,4,5,1,2,2,4,4,5,3,5,4,5,5,5,79,81,10,14,12
"1103",1103,4,2,4,4,4,4,4,2,1,4,5,3,1,4,2,4,4,2,5,3,66,76,11,7,14
"1104",1104,4,5,3,4,5,4,5,5,1,1,5,5,5,5,5,5,5,5,5,2,84,108,6,6,12
"1105",1105,4,1,2,2,1,2,4,5,2,2,3,4,2,5,5,2,5,4,5,2,62,67,11,8,12
"1106",1106,5,5,2,4,5,2,2,2,2,4,5,5,5,4,5,2,5,5,4,4,77,77,6,12,12
"1107",1107,5,5,5,4,5,3,5,3,5,4,5,5,5,4,4,5,2,3,3,3,83,79,10,6,16
"1108",1108,4,5,2,3,5,5,5,5,4,5,5,5,5,4,5,4,5,2,4,2,84,93,10,7,15
"1109",1109,2,2,2,2,4,4,5,4,3,4,5,4,5,3,5,4,4,4,3,1,70,68,13,8,15
"1110",1110,3,1,4,5,5,5,5,3,3,5,5,5,4,4,2,1,5,1,5,1,72,58,11,3,11
"1111",1111,4,1,2,5,5,5,4,5,1,4,5,5,5,5,5,1,5,5,5,5,82,83,8,10,11
"1112",1112,5,4,3,5,5,5,3,4,1,5,5,5,2,5,4,1,5,5,5,4,81,83,6,8,12
"1113",1113,2,3,4,3,5,4,5,2,2,2,4,4,2,4,4,5,5,3,5,4,72,60,11,4,12
"1114",1114,2,1,2,2,1,4,4,4,1,2,2,4,1,5,1,4,1,2,5,1,49,49,10,11,11
"1115",1115,5,4,4,2,3,2,2,4,2,1,5,2,1,5,5,4,4,4,5,1,65,61,9,13,13
"1116",1116,3,5,5,5,3,5,3,2,5,5,5,5,4,5,4,5,5,4,5,5,88,70,14,3,16
"1117",1117,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,1,92,85,12,4,7
"1118",1118,5,4,2,4,4,1,5,4,2,4,4,5,4,4,4,5,5,2,5,2,75,76,12,7,13
"1119",1119,5,4,5,5,5,5,5,2,4,5,5,5,5,4,5,1,5,5,5,5,90,82,14,4,9
"1120",1120,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,5,94,89,10,2,14
"1121",1121,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,93,97,13,8,7
"1122",1122,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,1,89,75,14,7,17
"1123",1123,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,96,89,13,2,14
"1124",1124,4,2,2,2,3,1,4,3,1,2,4,4,5,3,3,2,4,5,3,2,59,57,13,7,13
"1125",1125,5,3,4,5,5,5,5,5,2,4,5,4,5,5,5,4,4,4,5,5,89,98,8,5,8
"1126",1126,5,2,4,5,4,5,4,5,4,4,3,5,3,4,5,4,4,2,4,5,81,102,10,8,9
"1127",1127,4,4,4,4,5,5,5,1,3,4,4,4,2,5,4,3,5,4,5,2,77,74,12,8,16
